Fecha,Temporada,Equipo2,Equipo1
8/03/1981,1980-1981,Athletic Club,Valencia
15/03/1981,1980-1981,Las Palmas,AD Almería
15/03/1981,1980-1981,Osasuna,Athletic Club
15/03/1981,1980-1981,Atlético de Madrid,Español
15/03/1981,1980-1981,Sporting de Gijón,Murcia
15/03/1981,1980-1981,Betis,Real Madrid
15/03/1981,1980-1981,Barcelona,Salamanca
15/03/1981,1980-1981,Valencia,Sevilla
15/03/1981,1980-1981,Real Sociedad,Valladolid
15/03/1981,1980-1981,Hércules,Zaragoza
21/03/1981,1980-1981,Athletic Club,Las Palmas
22/03/1981,1980-1981,Salamanca,Atlético de Madrid
22/03/1981,1980-1981,Zaragoza,Barcelona
22/03/1981,1980-1981,Valladolid,Betis
22/03/1981,1980-1981,Español,Sporting de Gijón
22/03/1981,1980-1981,Real Madrid,Hércules
22/03/1981,1980-1981,Sevilla,Osasuna
22/03/1981,1980-1981,AD Almería,Real Sociedad
22/03/1981,1980-1981,Murcia,Valencia
29/03/1981,1980-1981,Betis,AD Almería
29/03/1981,1980-1981,Real Sociedad,Athletic Club
29/03/1981,1980-1981,Valencia,Español
29/03/1981,1980-1981,Atlético de Madrid,Sporting de Gijón
29/03/1981,1980-1981,Osasuna,Murcia
29/03/1981,1980-1981,Barcelona,Real Madrid
29/03/1981,1980-1981,Las Palmas,Sevilla
29/03/1981,1980-1981,Hércules,Valladolid
29/03/1981,1980-1981,Salamanca,Zaragoza
4/04/1981,1980-1981,Murcia,Las Palmas
4/04/1981,1980-1981,Real Madrid,Salamanca
5/04/1981,1980-1981,Zaragoza,Atlético de Madrid
5/04/1981,1980-1981,Valladolid,Barcelona
5/04/1981,1980-1981,Athletic Club,Betis
5/04/1981,1980-1981,AD Almería,Hércules
5/04/1981,1980-1981,Español,Osasuna
5/04/1981,1980-1981,Sevilla,Real Sociedad
5/04/1981,1980-1981,Sporting de Gijón,Valencia
12/04/1981,1980-1981,Barcelona,AD Almería
12/04/1981,1980-1981,Hércules,Athletic Club
12/04/1981,1980-1981,Las Palmas,Español
12/04/1981,1980-1981,Osasuna,Sporting de Gijón
12/04/1981,1980-1981,Real Sociedad,Murcia
12/04/1981,1980-1981,Zaragoza,Real Madrid
12/04/1981,1980-1981,Betis,Sevilla
12/04/1981,1980-1981,Atlético de Madrid,Valencia
12/04/1981,1980-1981,Salamanca,Valladolid
19/04/1981,1980-1981,Athletic Club,Barcelona
19/04/1981,1980-1981,Murcia,Betis
19/04/1981,1980-1981,Sevilla,Hércules
19/04/1981,1980-1981,Sporting de Gijón,Las Palmas
19/04/1981,1980-1981,Valencia,Osasuna
19/04/1981,1980-1981,Español,Real Sociedad
19/04/1981,1980-1981,Atlético de Madrid,Real Madrid
19/04/1981,1980-1981,AD Almería,Salamanca
19/04/1981,1980-1981,Valladolid,Zaragoza
19/09/1981,1981-1982,Athletic Club,Atlético de Madrid
20/09/1981,1981-1982,Cádiz,Barcelona
20/09/1981,1981-1982,Las Palmas,Castellón
20/09/1981,1981-1982,Español,Hércules
20/09/1981,1981-1982,Betis,Racing de Santander
20/09/1981,1981-1982,Real Madrid,Real Sociedad
20/09/1981,1981-1982,Osasuna,Sevilla
20/09/1981,1981-1982,Sporting de Gijón,Valladolid
20/09/1981,1981-1982,Valencia,Zaragoza
26/09/1981,1981-1982,Sevilla,Athletic Club
26/09/1981,1981-1982,Barcelona,Las Palmas
26/09/1981,1981-1982,Atlético de Madrid,Real Madrid
26/09/1981,1981-1982,Valladolid,Valencia
27/09/1981,1981-1982,Real Sociedad,Betis
27/09/1981,1981-1982,Racing de Santander,Cádiz
27/09/1981,1981-1982,Zaragoza,Español
27/09/1981,1981-1982,Castellón,Sporting de Gijón
27/09/1981,1981-1982,Hércules,Osasuna
3/10/1981,1981-1982,Sporting de Gijón,Barcelona
4/10/1981,1981-1982,Betis,Atlético de Madrid
4/10/1981,1981-1982,Athletic Club,Hércules
4/10/1981,1981-1982,Las Palmas,Racing de Santander
4/10/1981,1981-1982,Cádiz,Real Sociedad
4/10/1981,1981-1982,Real Madrid,Sevilla
4/10/1981,1981-1982,Español,Valencia
4/10/1981,1981-1982,Castellón,Valladolid
4/10/1981,1981-1982,Osasuna,Zaragoza
7/10/1981,1981-1982,Sevilla,Betis
7/10/1981,1981-1982,Atlético de Madrid,Cádiz
7/10/1981,1981-1982,Barcelona,Castellón
7/10/1981,1981-1982,Valladolid,Español
7/10/1981,1981-1982,Racing de Santander,Sporting de Gijón
7/10/1981,1981-1982,Real Sociedad,Las Palmas
7/10/1981,1981-1982,Valencia,Osasuna
7/10/1981,1981-1982,Hércules,Real Madrid
7/10/1981,1981-1982,Athletic Club,Zaragoza
10/10/1981,1981-1982,Betis,Hércules
11/10/1981,1981-1982,Las Palmas,Atlético de Madrid
11/10/1981,1981-1982,Osasuna,Español
11/10/1981,1981-1982,Castellón,Racing de Santander
11/10/1981,1981-1982,Sporting de Gijón,Real Sociedad
11/10/1981,1981-1982,Cádiz,Sevilla
11/10/1981,1981-1982,Athletic Club,Valencia
11/10/1981,1981-1982,Barcelona,Valladolid
11/10/1981,1981-1982,Real Madrid,Zaragoza
17/10/1981,1981-1982,Racing de Santander,Barcelona
17/10/1981,1981-1982,Sevilla,Las Palmas
17/10/1981,1981-1982,Valencia,Real Madrid
18/10/1981,1981-1982,Español,Athletic Club
18/10/1981,1981-1982,Zaragoza,Betis
18/10/1981,1981-1982,Hércules,Cádiz
18/10/1981,1981-1982,Real Sociedad,Castellón
18/10/1981,1981-1982,Atlético de Madrid,Sporting de Gijón
18/10/1981,1981-1982,Valladolid,Osasuna
24/10/1981,1981-1982,Barcelona,Real Sociedad
25/10/1981,1981-1982,Castellón,Atlético de Madrid
25/10/1981,1981-1982,Real Madrid,Español
25/10/1981,1981-1982,Las Palmas,Hércules
25/10/1981,1981-1982,Athletic Club,Osasuna
25/10/1981,1981-1982,Sporting de Gijón,Sevilla
25/10/1981,1981-1982,Betis,Valencia
25/10/1981,1981-1982,Racing de Santander,Valladolid
25/10/1981,1981-1982,Cádiz,Zaragoza
31/10/1981,1981-1982,Atlético de Madrid,Barcelona
31/10/1981,1981-1982,Zaragoza,Las Palmas
31/10/1981,1981-1982,Osasuna,Real Madrid
1/11/1981,1981-1982,Valladolid,Athletic Club
1/11/1981,1981-1982,Español,Betis
1/11/1981,1981-1982,Valencia,Cádiz
1/11/1981,1981-1982,Sevilla,Castellón
1/11/1981,1981-1982,Hércules,Sporting de Gijón
1/11/1981,1981-1982,Real Sociedad,Racing de Santander
7/11/1981,1981-1982,Real Madrid,Athletic Club
8/11/1981,1981-1982,Racing de Santander,Atlético de Madrid
8/11/1981,1981-1982,Cádiz,Español
8/11/1981,1981-1982,Castellón,Hércules
8/11/1981,1981-1982,Betis,Osasuna
8/11/1981,1981-1982,Barcelona,Sevilla
8/11/1981,1981-1982,Las Palmas,Valencia
8/11/1981,1981-1982,Real Sociedad,Valladolid
8/11/1981,1981-1982,Sporting de Gijón,Zaragoza
11/11/1981,1981-1982,Hércules,Barcelona
11/11/1981,1981-1982,Athletic Club,Betis
11/11/1981,1981-1982,Osasuna,Cádiz
11/11/1981,1981-1982,Zaragoza,Castellón
11/11/1981,1981-1982,Valencia,Sporting de Gijón
11/11/1981,1981-1982,Español,Las Palmas
11/11/1981,1981-1982,Sevilla,Racing de Santander
11/11/1981,1981-1982,Atlético de Madrid,Real Sociedad
11/11/1981,1981-1982,Valladolid,Real Madrid
14/11/1981,1981-1982,Sporting de Gijón,Español
15/11/1981,1981-1982,Cádiz,Athletic Club
15/11/1981,1981-1982,Racing de Santander,Hércules
15/11/1981,1981-1982,Las Palmas,Osasuna
15/11/1981,1981-1982,Betis,Real Madrid
15/11/1981,1981-1982,Real Sociedad,Sevilla
15/11/1981,1981-1982,Castellón,Valencia
15/11/1981,1981-1982,Atlético de Madrid,Valladolid
15/11/1981,1981-1982,Barcelona,Zaragoza
21/11/1981,1981-1982,Athletic Club,Las Palmas
22/11/1981,1981-1982,Sevilla,Atlético de Madrid
22/11/1981,1981-1982,Valencia,Barcelona
22/11/1981,1981-1982,Valladolid,Betis
22/11/1981,1981-1982,Real Madrid,Cádiz
22/11/1981,1981-1982,Español,Castellón
22/11/1981,1981-1982,Osasuna,Sporting de Gijón
22/11/1981,1981-1982,Zaragoza,Racing de Santander
22/11/1981,1981-1982,Hércules,Real Sociedad
28/11/1981,1981-1982,Real Sociedad,Zaragoza
29/11/1981,1981-1982,Sporting de Gijón,Athletic Club
29/11/1981,1981-1982,Cádiz,Betis
29/11/1981,1981-1982,Barcelona,Español
29/11/1981,1981-1982,Atlético de Madrid,Hércules
29/11/1981,1981-1982,Castellón,Osasuna
29/11/1981,1981-1982,Las Palmas,Real Madrid
29/11/1981,1981-1982,Racing de Santander,Valencia
29/11/1981,1981-1982,Sevilla,Valladolid
5/12/1981,1981-1982,Betis,Las Palmas
6/12/1981,1981-1982,Zaragoza,Atlético de Madrid
6/12/1981,1981-1982,Osasuna,Barcelona
6/12/1981,1981-1982,Valladolid,Cádiz
6/12/1981,1981-1982,Athletic Club,Castellón
6/12/1981,1981-1982,Real Madrid,Sporting de Gijón
6/12/1981,1981-1982,Español,Racing de Santander
6/12/1981,1981-1982,Valencia,Real Sociedad
6/12/1981,1981-1982,Hércules,Sevilla
12/12/1981,1981-1982,Atlético de Madrid,Valencia
13/12/1981,1981-1982,Barcelona,Athletic Club
13/12/1981,1981-1982,Sporting de Gijón,Betis
13/12/1981,1981-1982,Las Palmas,Cádiz
13/12/1981,1981-1982,Real Sociedad,Español
13/12/1981,1981-1982,Racing de Santander,Osasuna
13/12/1981,1981-1982,Castellón,Real Madrid
13/12/1981,1981-1982,Hércules,Valladolid
13/12/1981,1981-1982,Sevilla,Zaragoza
19/12/1981,1981-1982,Betis,Castellón
20/12/1981,1981-1982,Español,Atlético de Madrid
20/12/1981,1981-1982,Real Madrid,Barcelona
20/12/1981,1981-1982,Cádiz,Sporting de Gijón
20/12/1981,1981-1982,Zaragoza,Hércules
20/12/1981,1981-1982,Athletic Club,Racing de Santander
20/12/1981,1981-1982,Osasuna,Real Sociedad
20/12/1981,1981-1982,Valencia,Sevilla
20/12/1981,1981-1982,Las Palmas,Valladolid
27/12/1981,1981-1982,Real Sociedad,Athletic Club
27/12/1981,1981-1982,Barcelona,Betis
27/12/1981,1981-1982,Castellón,Cádiz
27/12/1981,1981-1982,Sevilla,Español
27/12/1981,1981-1982,Sporting de Gijón,Las Palmas
27/12/1981,1981-1982,Atlético de Madrid,Osasuna
27/12/1981,1981-1982,Racing de Santander,Real Madrid
27/12/1981,1981-1982,Hércules,Valencia
27/12/1981,1981-1982,Valladolid,Zaragoza
2/01/1982,1981-1982,Real Sociedad,Real Madrid
3/01/1982,1981-1982,Atlético de Madrid,Athletic Club
3/01/1982,1981-1982,Racing de Santander,Betis
3/01/1982,1981-1982,Barcelona,Cádiz
3/01/1982,1981-1982,Hércules,Español
3/01/1982,1981-1982,Valladolid,Sporting de Gijón
3/01/1982,1981-1982,Castellón,Las Palmas
3/01/1982,1981-1982,Sevilla,Osasuna
3/01/1982,1981-1982,Zaragoza,Valencia
9/01/1982,1981-1982,Athletic Club,Sevilla
10/01/1982,1981-1982,Real Madrid,Atlético de Madrid
10/01/1982,1981-1982,Las Palmas,Barcelona
10/01/1982,1981-1982,Sporting de Gijón,Castellón
10/01/1982,1981-1982,Osasuna,Hércules
10/01/1982,1981-1982,Cádiz,Racing de Santander
10/01/1982,1981-1982,Betis,Real Sociedad
10/01/1982,1981-1982,Valencia,Valladolid
10/01/1982,1981-1982,Español,Zaragoza
16/01/1982,1981-1982,Barcelona,Sporting de Gijón
17/01/1982,1981-1982,Hércules,Athletic Club
17/01/1982,1981-1982,Atlético de Madrid,Betis
17/01/1982,1981-1982,Real Sociedad,Cádiz
17/01/1982,1981-1982,Valladolid,Castellón
17/01/1982,1981-1982,Valencia,Español
17/01/1982,1981-1982,Racing de Santander,Las Palmas
17/01/1982,1981-1982,Zaragoza,Osasuna
17/01/1982,1981-1982,Sevilla,Real Madrid
24/01/1982,1981-1982,Zaragoza,Athletic Club
24/01/1982,1981-1982,Cádiz,Atlético de Madrid
24/01/1982,1981-1982,Castellón,Barcelona
24/01/1982,1981-1982,Real Madrid,Hércules
24/01/1982,1981-1982,Sporting de Gijón,Racing de Santander
24/01/1982,1981-1982,Las Palmas,Real Sociedad
24/01/1982,1981-1982,Betis,Sevilla
24/01/1982,1981-1982,Osasuna,Valencia
24/01/1982,1981-1982,Español,Valladolid
30/01/1982,1981-1982,Atlético de Madrid,Las Palmas
31/01/1982,1981-1982,Valencia,Athletic Club
31/01/1982,1981-1982,Valladolid,Barcelona
31/01/1982,1981-1982,Hércules,Betis
31/01/1982,1981-1982,Sevilla,Cádiz
31/01/1982,1981-1982,Racing de Santander,Castellón
31/01/1982,1981-1982,Real Sociedad,Sporting de Gijón
31/01/1982,1981-1982,Español,Osasuna
31/01/1982,1981-1982,Zaragoza,Real Madrid
7/02/1982,1981-1982,Sporting de Gijón,Atlético de Madrid
7/02/1982,1981-1982,Athletic Club,Español
7/02/1982,1981-1982,Cádiz,Hércules
7/02/1982,1981-1982,Barcelona,Racing de Santander
7/02/1982,1981-1982,Castellón,Real Sociedad
7/02/1982,1981-1982,Las Palmas,Sevilla
7/02/1982,1981-1982,Real Madrid,Valencia
7/02/1982,1981-1982,Osasuna,Valladolid
7/02/1982,1981-1982,Betis,Zaragoza
13/02/1982,1981-1982,Osasuna,Athletic Club
13/02/1982,1981-1982,Valencia,Betis
14/02/1982,1981-1982,Real Sociedad,Barcelona
14/02/1982,1981-1982,Zaragoza,Cádiz
14/02/1982,1981-1982,Atlético de Madrid,Castellón
14/02/1982,1981-1982,Sevilla,Sporting de Gijón
14/02/1982,1981-1982,Hércules,Las Palmas
14/02/1982,1981-1982,Valladolid,Racing de Santander
14/02/1982,1981-1982,Español,Real Madrid
20/02/1982,1981-1982,Athletic Club,Valladolid
21/02/1982,1981-1982,Barcelona,Atlético de Madrid
21/02/1982,1981-1982,Betis,Español
21/02/1982,1981-1982,Sporting de Gijón,Hércules
21/02/1982,1981-1982,Real Madrid,Osasuna
21/02/1982,1981-1982,Racing de Santander,Real Sociedad
21/02/1982,1981-1982,Castellón,Sevilla
21/02/1982,1981-1982,Cádiz,Valencia
21/02/1982,1981-1982,Las Palmas,Zaragoza
27/02/1982,1981-1982,Español,Cádiz
28/02/1982,1981-1982,Sevilla,Barcelona
28/02/1982,1981-1982,Osasuna,Betis
28/02/1982,1981-1982,Hércules,Castellón
28/02/1982,1981-1982,Zaragoza,Sporting de Gijón
28/02/1982,1981-1982,Valencia,Las Palmas
28/02/1982,1981-1982,Atlético de Madrid,Racing de Santander
28/02/1982,1981-1982,Valladolid,Real Sociedad
28/02/1982,1981-1982,Athletic Club,Real Madrid
7/03/1982,1981-1982,Betis,Athletic Club
7/03/1982,1981-1982,Real Sociedad,Atlético de Madrid
7/03/1982,1981-1982,Las Palmas,Español
7/03/1982,1981-1982,Barcelona,Hércules
7/03/1982,1981-1982,Cádiz,Osasuna
7/03/1982,1981-1982,Racing de Santander,Sevilla
7/03/1982,1981-1982,Sporting de Gijón,Valencia
7/03/1982,1981-1982,Real Madrid,Valladolid
7/03/1982,1981-1982,Castellón,Zaragoza
13/03/1982,1981-1982,Zaragoza,Barcelona
13/03/1982,1981-1982,Valencia,Castellón
13/03/1982,1981-1982,Osasuna,Las Palmas
14/03/1982,1981-1982,Valladolid,Atlético de Madrid
14/03/1982,1981-1982,Real Madrid,Betis
14/03/1982,1981-1982,Athletic Club,Cádiz
14/03/1982,1981-1982,Español,Sporting de Gijón
14/03/1982,1981-1982,Hércules,Racing de Santander
14/03/1982,1981-1982,Sevilla,Real Sociedad
20/03/1982,1981-1982,Las Palmas,Athletic Club
21/03/1982,1981-1982,Castellón,Español
21/03/1982,1981-1982,Real Sociedad,Hércules
21/03/1982,1981-1982,Sporting de Gijón,Osasuna
21/03/1982,1981-1982,Cádiz,Real Madrid
21/03/1982,1981-1982,Atlético de Madrid,Sevilla
21/03/1982,1981-1982,Barcelona,Valencia
21/03/1982,1981-1982,Betis,Valladolid
21/03/1982,1981-1982,Racing de Santander,Zaragoza
27/03/1982,1981-1982,Valencia,Racing de Santander
27/03/1982,1981-1982,Zaragoza,Real Sociedad
28/03/1982,1981-1982,Hércules,Atlético de Madrid
28/03/1982,1981-1982,Español,Barcelona
28/03/1982,1981-1982,Betis,Cádiz
28/03/1982,1981-1982,Osasuna,Castellón
28/03/1982,1981-1982,Athletic Club,Sporting de Gijón
28/03/1982,1981-1982,Real Madrid,Las Palmas
28/03/1982,1981-1982,Valladolid,Sevilla
3/04/1982,1981-1982,Barcelona,Osasuna
4/04/1982,1981-1982,Castellón,Athletic Club
4/04/1982,1981-1982,Las Palmas,Betis
4/04/1982,1981-1982,Racing de Santander,Español
4/04/1982,1981-1982,Sevilla,Hércules
4/04/1982,1981-1982,Sporting de Gijón,Real Madrid
4/04/1982,1981-1982,Real Sociedad,Valencia
4/04/1982,1981-1982,Cádiz,Valladolid
4/04/1982,1981-1982,Atlético de Madrid,Zaragoza
11/04/1982,1981-1982,Valencia,Atlético de Madrid
11/04/1982,1981-1982,Athletic Club,Barcelona
11/04/1982,1981-1982,Real Madrid,Castellón
11/04/1982,1981-1982,Betis,Sporting de Gijón
11/04/1982,1981-1982,Valladolid,Hércules
11/04/1982,1981-1982,Cádiz,Las Palmas
11/04/1982,1981-1982,Osasuna,Racing de Santander
11/04/1982,1981-1982,Español,Real Sociedad
11/04/1982,1981-1982,Zaragoza,Sevilla
18/04/1982,1981-1982,Racing de Santander,Athletic Club
18/04/1982,1981-1982,Castellón,Betis
18/04/1982,1981-1982,Sporting de Gijón,Cádiz
18/04/1982,1981-1982,Atlético de Madrid,Español
18/04/1982,1981-1982,Valladolid,Las Palmas
18/04/1982,1981-1982,Real Sociedad,Osasuna
18/04/1982,1981-1982,Barcelona,Real Madrid
18/04/1982,1981-1982,Sevilla,Valencia
18/04/1982,1981-1982,Hércules,Zaragoza
4/09/1982,1982-1983,Racing de Santander,Español
4/09/1982,1982-1983,Sporting de Gijón,CD Málaga
4/09/1982,1982-1983,Las Palmas,Real Sociedad
4/09/1982,1982-1983,Barcelona,Valencia
5/09/1982,1982-1983,Salamanca,Atlético de Madrid
5/09/1982,1982-1983,Athletic Club,Osasuna
5/09/1982,1982-1983,Celta de Vigo,Sevilla
5/09/1982,1982-1983,Real Madrid,Valladolid
5/09/1982,1982-1983,Betis,Zaragoza
11/09/1982,1982-1983,Valencia,Athletic Club
11/09/1982,1982-1983,Valladolid,Barcelona
11/09/1982,1982-1983,Atlético de Madrid,Betis
11/09/1982,1982-1983,Real Sociedad,Sporting de Gijón
11/09/1982,1982-1983,Osasuna,Las Palmas
11/09/1982,1982-1983,Sevilla,Real Madrid
12/09/1982,1982-1983,Zaragoza,Celta de Vigo
12/09/1982,1982-1983,CD Málaga,Racing de Santander
12/09/1982,1982-1983,Español,Salamanca
18/09/1982,1982-1983,Real Madrid,Zaragoza
19/09/1982,1982-1983,Celta de Vigo,Atlético de Madrid
19/09/1982,1982-1983,Betis,Español
19/09/1982,1982-1983,Racing de Santander,Sporting de Gijón
19/09/1982,1982-1983,Salamanca,CD Málaga
19/09/1982,1982-1983,Osasuna,Real Sociedad
19/09/1982,1982-1983,Barcelona,Sevilla
19/09/1982,1982-1983,Las Palmas,Valencia
19/09/1982,1982-1983,Athletic Club,Valladolid
25/09/1982,1982-1983,Sevilla,Athletic Club
25/09/1982,1982-1983,Zaragoza,Barcelona
25/09/1982,1982-1983,CD Málaga,Betis
25/09/1982,1982-1983,Español,Celta de Vigo
25/09/1982,1982-1983,Valladolid,Las Palmas
26/09/1982,1982-1983,Valencia,Osasuna
26/09/1982,1982-1983,Real Sociedad,Racing de Santander
26/09/1982,1982-1983,Atlético de Madrid,Real Madrid
26/09/1982,1982-1983,Sporting de Gijón,Salamanca
2/10/1982,1982-1983,Barcelona,Atlético de Madrid
3/10/1982,1982-1983,Real Madrid,Español
3/10/1982,1982-1983,Betis,Sporting de Gijón
3/10/1982,1982-1983,Celta de Vigo,CD Málaga
3/10/1982,1982-1983,Salamanca,Racing de Santander
3/10/1982,1982-1983,Valencia,Real Sociedad
3/10/1982,1982-1983,Las Palmas,Sevilla
3/10/1982,1982-1983,Osasuna,Valladolid
3/10/1982,1982-1983,Athletic Club,Zaragoza
9/10/1982,1982-1983,Español,Barcelona
9/10/1982,1982-1983,Zaragoza,Las Palmas
10/10/1982,1982-1983,Atlético de Madrid,Athletic Club
10/10/1982,1982-1983,Racing de Santander,Betis
10/10/1982,1982-1983,Sporting de Gijón,Celta de Vigo
10/10/1982,1982-1983,Sevilla,Osasuna
10/10/1982,1982-1983,CD Málaga,Real Madrid
10/10/1982,1982-1983,Real Sociedad,Salamanca
10/10/1982,1982-1983,Valladolid,Valencia
16/10/1982,1982-1983,Valencia,Sevilla
17/10/1982,1982-1983,Las Palmas,Atlético de Madrid
17/10/1982,1982-1983,Athletic Club,Español
17/10/1982,1982-1983,Real Madrid,Sporting de Gijón
17/10/1982,1982-1983,Barcelona,CD Málaga
17/10/1982,1982-1983,Celta de Vigo,Racing de Santander
17/10/1982,1982-1983,Valladolid,Real Sociedad
17/10/1982,1982-1983,Betis,Salamanca
17/10/1982,1982-1983,Osasuna,Zaragoza
23/10/1982,1982-1983,Español,Las Palmas
24/10/1982,1982-1983,CD Málaga,Athletic Club
24/10/1982,1982-1983,Sporting de Gijón,Barcelona
24/10/1982,1982-1983,Real Sociedad,Betis
24/10/1982,1982-1983,Salamanca,Celta de Vigo
24/10/1982,1982-1983,Atlético de Madrid,Osasuna
24/10/1982,1982-1983,Racing de Santander,Real Madrid
24/10/1982,1982-1983,Zaragoza,Valencia
24/10/1982,1982-1983,Sevilla,Valladolid
30/10/1982,1982-1983,Barcelona,Racing de Santander
30/10/1982,1982-1983,Sevilla,Real Sociedad
31/10/1982,1982-1983,Valencia,Atlético de Madrid
31/10/1982,1982-1983,Celta de Vigo,Betis
31/10/1982,1982-1983,Osasuna,Español
31/10/1982,1982-1983,Athletic Club,Sporting de Gijón
31/10/1982,1982-1983,Las Palmas,CD Málaga
31/10/1982,1982-1983,Real Madrid,Salamanca
31/10/1982,1982-1983,Valladolid,Zaragoza
6/11/1982,1982-1983,Salamanca,Barcelona
6/11/1982,1982-1983,Real Sociedad,Celta de Vigo
7/11/1982,1982-1983,Racing de Santander,Athletic Club
7/11/1982,1982-1983,Sporting de Gijón,Las Palmas
7/11/1982,1982-1983,CD Málaga,Osasuna
7/11/1982,1982-1983,Betis,Real Madrid
7/11/1982,1982-1983,Zaragoza,Sevilla
7/11/1982,1982-1983,Español,Valencia
7/11/1982,1982-1983,Atlético de Madrid,Valladolid
10/11/1982,1982-1983,Sevilla,Atlético de Madrid
10/11/1982,1982-1983,Barcelona,Betis
10/11/1982,1982-1983,Real Madrid,Celta de Vigo
10/11/1982,1982-1983,Valladolid,Español
10/11/1982,1982-1983,Osasuna,Sporting de Gijón
10/11/1982,1982-1983,Valencia,CD Málaga
10/11/1982,1982-1983,Las Palmas,Racing de Santander
10/11/1982,1982-1983,Zaragoza,Real Sociedad
10/11/1982,1982-1983,Athletic Club,Salamanca
20/11/1982,1982-1983,Salamanca,Las Palmas
20/11/1982,1982-1983,Español,Sevilla
20/11/1982,1982-1983,Sporting de Gijón,Valencia
21/11/1982,1982-1983,Betis,Athletic Club
21/11/1982,1982-1983,Celta de Vigo,Barcelona
21/11/1982,1982-1983,Racing de Santander,Osasuna
21/11/1982,1982-1983,Real Sociedad,Real Madrid
21/11/1982,1982-1983,CD Málaga,Valladolid
21/11/1982,1982-1983,Atlético de Madrid,Zaragoza
27/11/1982,1982-1983,Barcelona,Real Madrid
28/11/1982,1982-1983,Las Palmas,Betis
28/11/1982,1982-1983,Athletic Club,Celta de Vigo
28/11/1982,1982-1983,Zaragoza,Español
28/11/1982,1982-1983,Valladolid,Sporting de Gijón
28/11/1982,1982-1983,Sevilla,CD Málaga
28/11/1982,1982-1983,Valencia,Racing de Santander
28/11/1982,1982-1983,Atlético de Madrid,Real Sociedad
28/11/1982,1982-1983,Osasuna,Salamanca
4/12/1982,1982-1983,Real Madrid,Athletic Club
5/12/1982,1982-1983,Español,Atlético de Madrid
5/12/1982,1982-1983,Real Sociedad,Barcelona
