Fecha,Temporada,Equipo2,Equipo1
21/02/1993,1992-1993,Osasuna,Valencia
21/02/1993,1992-1993,Rayo Vallecano,Zaragoza
27/02/1993,1992-1993,Deportivo de La Coruña,Real Madrid
28/02/1993,1992-1993,Sporting de Gijón,Barcelona
28/02/1993,1992-1993,Zaragoza,Celta de Vigo
28/02/1993,1992-1993,Logroñés,Osasuna
28/02/1993,1992-1993,Valencia,Real Sociedad
28/02/1993,1992-1993,Español,Rayo Vallecano
28/02/1993,1992-1993,Athletic Club,Sevilla
28/02/1993,1992-1993,Albacete,Tenerife
11/03/1993,1992-1993,Cádiz,Oviedo
25/03/1993,1992-1993,Atlético de Madrid,Real Burgos
6/03/1993,1992-1993,Osasuna,Athletic Club
7/03/1993,1992-1993,Barcelona,Albacete
7/03/1993,1992-1993,Oviedo,Atlético de Madrid
7/03/1993,1992-1993,Rayo Vallecano,Cádiz
7/03/1993,1992-1993,Tenerife,Deportivo de La Coruña
7/03/1993,1992-1993,Celta de Vigo,Español
7/03/1993,1992-1993,Real Burgos,Sporting de Gijón
7/03/1993,1992-1993,Real Sociedad,Logroñés
7/03/1993,1992-1993,Real Madrid,Valencia
7/03/1993,1992-1993,Sevilla,Zaragoza
13/03/1993,1992-1993,Deportivo de La Coruña,Barcelona
14/03/1993,1992-1993,Cádiz,Celta de Vigo
14/03/1993,1992-1993,Atlético de Madrid,Sporting de Gijón
14/03/1993,1992-1993,Zaragoza,Osasuna
14/03/1993,1992-1993,Athletic Club,Real Sociedad
14/03/1993,1992-1993,Oviedo,Rayo Vallecano
14/03/1993,1992-1993,Albacete,Real Burgos
14/03/1993,1992-1993,Logroñés,Real Madrid
14/03/1993,1992-1993,Español,Sevilla
14/03/1993,1992-1993,Valencia,Tenerife
20/03/1993,1992-1993,Barcelona,Valencia
21/03/1993,1992-1993,Sporting de Gijón,Albacete
21/03/1993,1992-1993,Real Madrid,Athletic Club
21/03/1993,1992-1993,Rayo Vallecano,Atlético de Madrid
21/03/1993,1992-1993,Sevilla,Cádiz
21/03/1993,1992-1993,Real Burgos,Deportivo de La Coruña
21/03/1993,1992-1993,Osasuna,Español
21/03/1993,1992-1993,Tenerife,Logroñés
21/03/1993,1992-1993,Celta de Vigo,Oviedo
21/03/1993,1992-1993,Real Sociedad,Zaragoza
3/04/1993,1992-1993,Atlético de Madrid,Albacete
4/04/1993,1992-1993,Logroñés,Barcelona
4/04/1993,1992-1993,Rayo Vallecano,Celta de Vigo
4/04/1993,1992-1993,Deportivo de La Coruña,Sporting de Gijón
4/04/1993,1992-1993,Cádiz,Osasuna
4/04/1993,1992-1993,Español,Real Sociedad
4/04/1993,1992-1993,Valencia,Real Burgos
4/04/1993,1992-1993,Zaragoza,Real Madrid
4/04/1993,1992-1993,Oviedo,Sevilla
4/04/1993,1992-1993,Athletic Club,Tenerife
10/04/1993,1992-1993,Barcelona,Athletic Club
11/04/1993,1992-1993,Celta de Vigo,Atlético de Madrid
11/04/1993,1992-1993,Real Sociedad,Cádiz
11/04/1993,1992-1993,Albacete,Deportivo de La Coruña
11/04/1993,1992-1993,Real Madrid,Español
11/04/1993,1992-1993,Real Burgos,Logroñés
11/04/1993,1992-1993,Sevilla,Rayo Vallecano
11/04/1993,1992-1993,Osasuna,Oviedo
11/04/1993,1992-1993,Sporting de Gijón,Valencia
11/04/1993,1992-1993,Tenerife,Zaragoza
17/04/1993,1992-1993,Atlético de Madrid,Deportivo de La Coruña
17/04/1993,1992-1993,Athletic Club,Real Burgos
18/04/1993,1992-1993,Valencia,Albacete
18/04/1993,1992-1993,Zaragoza,Barcelona
18/04/1993,1992-1993,Logroñés,Sporting de Gijón
18/04/1993,1992-1993,Rayo Vallecano,Osasuna
18/04/1993,1992-1993,Oviedo,Real Sociedad
18/04/1993,1992-1993,Cádiz,Real Madrid
18/04/1993,1992-1993,Celta de Vigo,Sevilla
18/04/1993,1992-1993,Español,Tenerife
1/05/1993,1992-1993,Real Sociedad,Rayo Vallecano
1/05/1993,1992-1993,Real Madrid,Oviedo
1/05/1993,1992-1993,Deportivo de La Coruña,Valencia
2/05/1993,1992-1993,Sporting de Gijón,Athletic Club
2/05/1993,1992-1993,Sevilla,Atlético de Madrid
2/05/1993,1992-1993,Tenerife,Cádiz
2/05/1993,1992-1993,Osasuna,Celta de Vigo
2/05/1993,1992-1993,Barcelona,Español
2/05/1993,1992-1993,Albacete,Logroñés
2/05/1993,1992-1993,Real Burgos,Zaragoza
8/05/1993,1992-1993,Zaragoza,Sporting de Gijón
8/05/1993,1992-1993,Atlético de Madrid,Valencia
9/05/1993,1992-1993,Cádiz,Barcelona
9/05/1993,1992-1993,Logroñés,Deportivo de La Coruña
9/05/1993,1992-1993,Sevilla,Osasuna
9/05/1993,1992-1993,Celta de Vigo,Real Sociedad
9/05/1993,1992-1993,Español,Real Burgos
9/05/1993,1992-1993,Rayo Vallecano,Real Madrid
9/05/1993,1992-1993,Oviedo,Tenerife
26/05/1993,1992-1993,Athletic Club,Albacete
15/05/1993,1992-1993,Osasuna,Atlético de Madrid
15/05/1993,1992-1993,Real Madrid,Celta de Vigo
15/05/1993,1992-1993,Barcelona,Oviedo
16/05/1993,1992-1993,Deportivo de La Coruña,Athletic Club
16/05/1993,1992-1993,Real Burgos,Cádiz
16/05/1993,1992-1993,Sporting de Gijón,Español
16/05/1993,1992-1993,Valencia,Logroñés
16/05/1993,1992-1993,Tenerife,Rayo Vallecano
16/05/1993,1992-1993,Real Sociedad,Sevilla
16/05/1993,1992-1993,Albacete,Zaragoza
22/05/1993,1992-1993,Athletic Club,Valencia
23/05/1993,1992-1993,Español,Albacete
23/05/1993,1992-1993,Rayo Vallecano,Barcelona
23/05/1993,1992-1993,Zaragoza,Deportivo de La Coruña
23/05/1993,1992-1993,Cádiz,Sporting de Gijón
23/05/1993,1992-1993,Atlético de Madrid,Logroñés
23/05/1993,1992-1993,Osasuna,Real Sociedad
23/05/1993,1992-1993,Oviedo,Real Burgos
23/05/1993,1992-1993,Sevilla,Real Madrid
23/05/1993,1992-1993,Celta de Vigo,Tenerife
29/05/1993,1992-1993,Sporting de Gijón,Oviedo
29/05/1993,1992-1993,Tenerife,Sevilla
30/05/1993,1992-1993,Logroñés,Athletic Club
30/05/1993,1992-1993,Real Sociedad,Atlético de Madrid
30/05/1993,1992-1993,Albacete,Cádiz
30/05/1993,1992-1993,Barcelona,Celta de Vigo
30/05/1993,1992-1993,Deportivo de La Coruña,Español
30/05/1993,1992-1993,Real Madrid,Osasuna
30/05/1993,1992-1993,Real Burgos,Rayo Vallecano
30/05/1993,1992-1993,Valencia,Zaragoza
5/06/1993,1992-1993,Sevilla,Barcelona
5/06/1993,1992-1993,Cádiz,Deportivo de La Coruña
5/06/1993,1992-1993,Real Sociedad,Real Madrid
6/06/1993,1992-1993,Oviedo,Albacete
6/06/1993,1992-1993,Atlético de Madrid,Athletic Club
6/06/1993,1992-1993,Rayo Vallecano,Sporting de Gijón
6/06/1993,1992-1993,Zaragoza,Logroñés
6/06/1993,1992-1993,Celta de Vigo,Real Burgos
6/06/1993,1992-1993,Osasuna,Tenerife
6/06/1993,1992-1993,Español,Valencia
12/06/1993,1992-1993,Atlético de Madrid,Real Madrid
13/06/1993,1992-1993,Valencia,Cádiz
13/06/1993,1992-1993,Sporting de Gijón,Celta de Vigo
13/06/1993,1992-1993,Logroñés,Español
13/06/1993,1992-1993,Barcelona,Osasuna
13/06/1993,1992-1993,Tenerife,Real Sociedad
13/06/1993,1992-1993,Albacete,Rayo Vallecano
13/06/1993,1992-1993,Deportivo de La Coruña,Oviedo
13/06/1993,1992-1993,Real Burgos,Sevilla
13/06/1993,1992-1993,Athletic Club,Zaragoza
4/09/1993,1993-1994,Real Madrid,Osasuna
5/09/1993,1993-1994,Albacete,Athletic Club
5/09/1993,1993-1994,Logroñés,Atlético de Madrid
5/09/1993,1993-1994,Real Sociedad,Barcelona
5/09/1993,1993-1994,Celta de Vigo,Deportivo de La Coruña
5/09/1993,1993-1994,Rayo Vallecano,Racing de Santander
5/09/1993,1993-1994,Valencia,Oviedo
5/09/1993,1993-1994,Lleida,Tenerife
5/09/1993,1993-1994,Sporting de Gijón,Valladolid
5/09/1993,1993-1994,Sevilla,Zaragoza
11/09/1993,1993-1994,Barcelona,Albacete
11/09/1993,1993-1994,Deportivo de La Coruña,Sporting de Gijón
11/09/1993,1993-1994,Atlético de Madrid,Valencia
12/09/1993,1993-1994,Oviedo,Celta de Vigo
12/09/1993,1993-1994,Athletic Club,Lleida
12/09/1993,1993-1994,Racing de Santander,Logroñés
12/09/1993,1993-1994,Zaragoza,Real Sociedad
12/09/1993,1993-1994,Tenerife,Rayo Vallecano
12/09/1993,1993-1994,Valladolid,Real Madrid
12/09/1993,1993-1994,Osasuna,Sevilla
18/09/1993,1993-1994,Real Madrid,Deportivo de La Coruña
18/09/1993,1993-1994,Sevilla,Valladolid
19/09/1993,1993-1994,Barcelona,Athletic Club
19/09/1993,1993-1994,Celta de Vigo,Atlético de Madrid
19/09/1993,1993-1994,Rayo Vallecano,Lleida
19/09/1993,1993-1994,Real Sociedad,Osasuna
19/09/1993,1993-1994,Valencia,Racing de Santander
19/09/1993,1993-1994,Sporting de Gijón,Oviedo
19/09/1993,1993-1994,Logroñés,Tenerife
19/09/1993,1993-1994,Albacete,Zaragoza
25/09/1993,1993-1994,Atlético de Madrid,Sporting de Gijón
25/09/1993,1993-1994,Lleida,Logroñés
25/09/1993,1993-1994,Deportivo de La Coruña,Sevilla
25/09/1993,1993-1994,Tenerife,Valencia
26/09/1993,1993-1994,Osasuna,Albacete
26/09/1993,1993-1994,Zaragoza,Barcelona
26/09/1993,1993-1994,Racing de Santander,Celta de Vigo
26/09/1993,1993-1994,Valladolid,Real Sociedad
26/09/1993,1993-1994,Athletic Club,Rayo Vallecano
26/09/1993,1993-1994,Oviedo,Real Madrid
2/10/1993,1993-1994,Real Madrid,Atlético de Madrid
3/10/1993,1993-1994,Zaragoza,Athletic Club
3/10/1993,1993-1994,Real Sociedad,Deportivo de La Coruña
3/10/1993,1993-1994,Valencia,Lleida
3/10/1993,1993-1994,Barcelona,Osasuna
3/10/1993,1993-1994,Sporting de Gijón,Racing de Santander
3/10/1993,1993-1994,Logroñés,Rayo Vallecano
3/10/1993,1993-1994,Sevilla,Oviedo
3/10/1993,1993-1994,Celta de Vigo,Tenerife
3/10/1993,1993-1994,Albacete,Valladolid
6/10/1993,1993-1994,Deportivo de La Coruña,Albacete
6/10/1993,1993-1994,Valladolid,Barcelona
6/10/1993,1993-1994,Lleida,Celta de Vigo
6/10/1993,1993-1994,Tenerife,Sporting de Gijón
6/10/1993,1993-1994,Oviedo,Real Sociedad
6/10/1993,1993-1994,Racing de Santander,Real Madrid
6/10/1993,1993-1994,Atlético de Madrid,Sevilla
6/10/1993,1993-1994,Rayo Vallecano,Valencia
6/10/1993,1993-1994,Osasuna,Zaragoza
7/10/1993,1993-1994,Athletic Club,Logroñés
16/10/1993,1993-1994,Real Sociedad,Atlético de Madrid
16/10/1993,1993-1994,Barcelona,Deportivo de La Coruña
16/10/1993,1993-1994,Real Madrid,Tenerife
17/10/1993,1993-1994,Osasuna,Athletic Club
17/10/1993,1993-1994,Sporting de Gijón,Lleida
17/10/1993,1993-1994,Valencia,Logroñés
17/10/1993,1993-1994,Sevilla,Racing de Santander
17/10/1993,1993-1994,Celta de Vigo,Rayo Vallecano
17/10/1993,1993-1994,Albacete,Oviedo
17/10/1993,1993-1994,Zaragoza,Valladolid
23/10/1993,1993-1994,Athletic Club,Valencia
24/10/1993,1993-1994,Atlético de Madrid,Albacete
24/10/1993,1993-1994,Oviedo,Barcelona
24/10/1993,1993-1994,Logroñés,Celta de Vigo
24/10/1993,1993-1994,Rayo Vallecano,Sporting de Gijón
24/10/1993,1993-1994,Valladolid,Osasuna
24/10/1993,1993-1994,Racing de Santander,Real Sociedad
24/10/1993,1993-1994,Lleida,Real Madrid
24/10/1993,1993-1994,Tenerife,Sevilla
24/10/1993,1993-1994,Deportivo de La Coruña,Zaragoza
30/10/1993,1993-1994,Barcelona,Atlético de Madrid
30/10/1993,1993-1994,Osasuna,Deportivo de La Coruña
30/10/1993,1993-1994,Celta de Vigo,Valencia
31/10/1993,1993-1994,Valladolid,Athletic Club
31/10/1993,1993-1994,Sevilla,Lleida
31/10/1993,1993-1994,Sporting de Gijón,Logroñés
31/10/1993,1993-1994,Albacete,Racing de Santander
31/10/1993,1993-1994,Real Madrid,Rayo Vallecano
31/10/1993,1993-1994,Zaragoza,Oviedo
31/10/1993,1993-1994,Real Sociedad,Tenerife
6/11/1993,1993-1994,Atlético de Madrid,Zaragoza
7/11/1993,1993-1994,Tenerife,Albacete
7/11/1993,1993-1994,Racing de Santander,Barcelona
7/11/1993,1993-1994,Athletic Club,Celta de Vigo
7/11/1993,1993-1994,Valencia,Sporting de Gijón
7/11/1993,1993-1994,Oviedo,Osasuna
7/11/1993,1993-1994,Lleida,Real Sociedad
7/11/1993,1993-1994,Logroñés,Real Madrid
7/11/1993,1993-1994,Rayo Vallecano,Sevilla
7/11/1993,1993-1994,Deportivo de La Coruña,Valladolid
10/11/1993,1993-1994,Deportivo de La Coruña,Athletic Club
10/11/1993,1993-1994,Osasuna,Atlético de Madrid
10/11/1993,1993-1994,Sporting de Gijón,Celta de Vigo
10/11/1993,1993-1994,Albacete,Lleida
10/11/1993,1993-1994,Sevilla,Logroñés
10/11/1993,1993-1994,Zaragoza,Racing de Santander
10/11/1993,1993-1994,Real Sociedad,Rayo Vallecano
10/11/1993,1993-1994,Valladolid,Oviedo
10/11/1993,1993-1994,Barcelona,Tenerife
11/11/1993,1993-1994,Real Madrid,Valencia
20/11/1993,1993-1994,Lleida,Barcelona
20/11/1993,1993-1994,Oviedo,Deportivo de La Coruña
20/11/1993,1993-1994,Valencia,Sevilla
20/11/1993,1993-1994,Tenerife,Zaragoza
21/11/1993,1993-1994,Rayo Vallecano,Albacete
21/11/1993,1993-1994,Athletic Club,Sporting de Gijón
21/11/1993,1993-1994,Racing de Santander,Osasuna
21/11/1993,1993-1994,Logroñés,Real Sociedad
21/11/1993,1993-1994,Celta de Vigo,Real Madrid
21/11/1993,1993-1994,Atlético de Madrid,Valladolid
27/11/1993,1993-1994,Deportivo de La Coruña,Atlético de Madrid
28/11/1993,1993-1994,Oviedo,Athletic Club
28/11/1993,1993-1994,Sevilla,Celta de Vigo
28/11/1993,1993-1994,Real Madrid,Sporting de Gijón
28/11/1993,1993-1994,Zaragoza,Lleida
28/11/1993,1993-1994,Albacete,Logroñés
28/11/1993,1993-1994,Valladolid,Racing de Santander
28/11/1993,1993-1994,Barcelona,Rayo Vallecano
28/11/1993,1993-1994,Osasuna,Tenerife
28/11/1993,1993-1994,Real Sociedad,Valencia
4/12/1993,1993-1994,Logroñés,Barcelona
4/12/1993,1993-1994,Racing de Santander,Deportivo de La Coruña
4/12/1993,1993-1994,Atlético de Madrid,Oviedo
4/12/1993,1993-1994,Tenerife,Valladolid
5/12/1993,1993-1994,Valencia,Albacete
5/12/1993,1993-1994,Lleida,Osasuna
5/12/1993,1993-1994,Celta de Vigo,Real Sociedad
5/12/1993,1993-1994,Athletic Club,Real Madrid
5/12/1993,1993-1994,Sporting de Gijón,Sevilla
5/12/1993,1993-1994,Rayo Vallecano,Zaragoza
11/12/1993,1993-1994,Barcelona,Valencia
12/12/1993,1993-1994,Atlético de Madrid,Athletic Club
12/12/1993,1993-1994,Albacete,Celta de Vigo
12/12/1993,1993-1994,Real Sociedad,Sporting de Gijón
12/12/1993,1993-1994,Valladolid,Lleida
12/12/1993,1993-1994,Zaragoza,Logroñés
12/12/1993,1993-1994,Oviedo,Racing de Santander
12/12/1993,1993-1994,Osasuna,Rayo Vallecano
12/12/1993,1993-1994,Sevilla,Real Madrid
12/12/1993,1993-1994,Deportivo de La Coruña,Tenerife
18/12/1993,1993-1994,Athletic Club,Sevilla
19/12/1993,1993-1994,Sporting de Gijón,Albacete
19/12/1993,1993-1994,Racing de Santander,Atlético de Madrid
19/12/1993,1993-1994,Celta de Vigo,Barcelona
19/12/1993,1993-1994,Lleida,Deportivo de La Coruña
19/12/1993,1993-1994,Logroñés,Osasuna
19/12/1993,1993-1994,Real Madrid,Real Sociedad
19/12/1993,1993-1994,Tenerife,Oviedo
19/12/1993,1993-1994,Rayo Vallecano,Valladolid
19/12/1993,1993-1994,Valencia,Zaragoza
1/01/1994,1993-1994,Deportivo de La Coruña,Rayo Vallecano
2/01/1994,1993-1994,Racing de Santander,Athletic Club
2/01/1994,1993-1994,Zaragoza,Celta de Vigo
2/01/1994,1993-1994,Barcelona,Sporting de Gijón
2/01/1994,1993-1994,Oviedo,Lleida
2/01/1994,1993-1994,Valladolid,Logroñés
2/01/1994,1993-1994,Albacete,Real Madrid
2/01/1994,1993-1994,Real Sociedad,Sevilla
2/01/1994,1993-1994,Atlético de Madrid,Tenerife
2/01/1994,1993-1994,Osasuna,Valencia
8/01/1994,1993-1994,Real Madrid,Barcelona
9/01/1994,1993-1994,Sevilla,Albacete
9/01/1994,1993-1994,Real Sociedad,Athletic Club
9/01/1994,1993-1994,Lleida,Atlético de Madrid
9/01/1994,1993-1994,Logroñés,Deportivo de La Coruña
9/01/1994,1993-1994,Celta de Vigo,Osasuna
9/01/1994,1993-1994,Tenerife,Racing de Santander
9/01/1994,1993-1994,Rayo Vallecano,Oviedo
9/01/1994,1993-1994,Valencia,Valladolid
9/01/1994,1993-1994,Sporting de Gijón,Zaragoza
15/01/1994,1993-1994,Deportivo de La Coruña,Valencia
16/01/1994,1993-1994,Valladolid,Celta de Vigo
16/01/1994,1993-1994,Osasuna,Sporting de Gijón
16/01/1994,1993-1994,Racing de Santander,Lleida
16/01/1994,1993-1994,Oviedo,Logroñés
16/01/1994,1993-1994,Albacete,Real Sociedad
16/01/1994,1993-1994,Atlético de Madrid,Rayo Vallecano
16/01/1994,1993-1994,Zaragoza,Real Madrid
16/01/1994,1993-1994,Barcelona,Sevilla
16/01/1994,1993-1994,Athletic Club,Tenerife
22/01/1994,1993-1994,Barcelona,Real Sociedad
23/01/1994,1993-1994,Athletic Club,Albacete
23/01/1994,1993-1994,Deportivo de La Coruña,Celta de Vigo
23/01/1994,1993-1994,Valladolid,Sporting de Gijón
23/01/1994,1993-1994,Tenerife,Lleida
23/01/1994,1993-1994,Atlético de Madrid,Logroñés
23/01/1994,1993-1994,Racing de Santander,Rayo Vallecano
23/01/1994,1993-1994,Osasuna,Real Madrid
23/01/1994,1993-1994,Zaragoza,Sevilla
23/01/1994,1993-1994,Oviedo,Valencia
29/01/1994,1993-1994,Valencia,Atlético de Madrid
30/01/1994,1993-1994,Lleida,Athletic Club
30/01/1994,1993-1994,Albacete,Barcelona
30/01/1994,1993-1994,Sporting de Gijón,Deportivo de La Coruña
30/01/1994,1993-1994,Sevilla,Osasuna
30/01/1994,1993-1994,Logroñés,Racing de Santander
30/01/1994,1993-1994,Celta de Vigo,Oviedo
30/01/1994,1993-1994,Rayo Vallecano,Tenerife
30/01/1994,1993-1994,Real Madrid,Valladolid
30/01/1994,1993-1994,Real Sociedad,Zaragoza
5/02/1994,1993-1994,Deportivo de La Coruña,Real Madrid
6/02/1994,1993-1994,Zaragoza,Albacete
6/02/1994,1993-1994,Athletic Club,Barcelona
6/02/1994,1993-1994,Atlético de Madrid,Celta de Vigo
6/02/1994,1993-1994,Oviedo,Sporting de Gijón
6/02/1994,1993-1994,Tenerife,Logroñés
6/02/1994,1993-1994,Osasuna,Real Sociedad
6/02/1994,1993-1994,Lleida,Rayo Vallecano
6/02/1994,1993-1994,Valladolid,Sevilla
6/02/1994,1993-1994,Racing de Santander,Valencia
12/02/1994,1993-1994,Sevilla,Deportivo de La Coruña
13/02/1994,1993-1994,Rayo Vallecano,Athletic Club
13/02/1994,1993-1994,Sporting de Gijón,Atlético de Madrid
13/02/1994,1993-1994,Logroñés,Lleida
13/02/1994,1993-1994,Albacete,Osasuna
13/02/1994,1993-1994,Celta de Vigo,Racing de Santander
13/02/1994,1993-1994,Real Madrid,Oviedo
13/02/1994,1993-1994,Valencia,Tenerife
13/02/1994,1993-1994,Real Sociedad,Valladolid
13/02/1994,1993-1994,Barcelona,Zaragoza
19/02/1994,1993-1994,Osasuna,Barcelona
19/02/1994,1993-1994,Atlético de Madrid,Real Madrid
20/02/1994,1993-1994,Valladolid,Albacete
20/02/1994,1993-1994,Tenerife,Celta de Vigo
20/02/1994,1993-1994,Racing de Santander,Sporting de Gijón
20/02/1994,1993-1994,Rayo Vallecano,Logroñés
20/02/1994,1993-1994,Deportivo de La Coruña,Real Sociedad
20/02/1994,1993-1994,Oviedo,Sevilla
20/02/1994,1993-1994,Lleida,Valencia
20/02/1994,1993-1994,Athletic Club,Zaragoza
22/02/1994,1993-1994,Barcelona,Valladolid
23/02/1994,1993-1994,Logroñés,Athletic Club
23/02/1994,1993-1994,Sevilla,Atlético de Madrid
23/02/1994,1993-1994,Albacete,Deportivo de La Coruña
23/02/1994,1993-1994,Celta de Vigo,Lleida
23/02/1994,1993-1994,Zaragoza,Osasuna
23/02/1994,1993-1994,Real Madrid,Racing de Santander
23/02/1994,1993-1994,Real Sociedad,Oviedo
23/02/1994,1993-1994,Sporting de Gijón,Tenerife
24/02/1994,1993-1994,Valencia,Rayo Vallecano
26/02/1994,1993-1994,Deportivo de La Coruña,Barcelona
27/02/1994,1993-1994,Oviedo,Albacete
27/02/1994,1993-1994,Rayo Vallecano,Celta de Vigo
27/02/1994,1993-1994,Lleida,Sporting de Gijón
27/02/1994,1993-1994,Athletic Club,Osasuna
27/02/1994,1993-1994,Atlético de Madrid,Real Sociedad
27/02/1994,1993-1994,Tenerife,Real Madrid
27/02/1994,1993-1994,Racing de Santander,Sevilla
27/02/1994,1993-1994,Logroñés,Valencia
27/02/1994,1993-1994,Valladolid,Zaragoza
5/03/1994,1993-1994,Valencia,Athletic Club
5/03/1994,1993-1994,Sevilla,Tenerife
6/03/1994,1993-1994,Albacete,Atlético de Madrid
6/03/1994,1993-1994,Zaragoza,Deportivo de La Coruña
6/03/1994,1993-1994,Real Madrid,Lleida
6/03/1994,1993-1994,Celta de Vigo,Logroñés
6/03/1994,1993-1994,Real Sociedad,Racing de Santander
6/03/1994,1993-1994,Sporting de Gijón,Rayo Vallecano
6/03/1994,1993-1994,Barcelona,Oviedo
6/03/1994,1993-1994,Osasuna,Valladolid
12/03/1994,1993-1994,Atlético de Madrid,Barcelona
12/03/1994,1993-1994,Rayo Vallecano,Real Madrid
13/03/1994,1993-1994,Racing de Santander,Albacete
13/03/1994,1993-1994,Valencia,Celta de Vigo
13/03/1994,1993-1994,Logroñés,Sporting de Gijón
13/03/1994,1993-1994,Deportivo de La Coruña,Osasuna
13/03/1994,1993-1994,Tenerife,Real Sociedad
13/03/1994,1993-1994,Lleida,Sevilla
13/03/1994,1993-1994,Athletic Club,Valladolid
13/03/1994,1993-1994,Oviedo,Zaragoza
19/03/1994,1993-1994,Barcelona,Racing de Santander
20/03/1994,1993-1994,Celta de Vigo,Athletic Club
20/03/1994,1993-1994,Zaragoza,Atlético de Madrid
20/03/1994,1993-1994,Valladolid,Deportivo de La Coruña
20/03/1994,1993-1994,Real Sociedad,Lleida
20/03/1994,1993-1994,Real Madrid,Logroñés
20/03/1994,1993-1994,Sevilla,Rayo Vallecano
20/03/1994,1993-1994,Osasuna,Oviedo
20/03/1994,1993-1994,Albacete,Tenerife
20/03/1994,1993-1994,Sporting de Gijón,Valencia
26/03/1994,1993-1994,Tenerife,Barcelona
26/03/1994,1993-1994,Valencia,Real Madrid
26/03/1994,1993-1994,Logroñés,Sevilla
27/03/1994,1993-1994,Lleida,Albacete
27/03/1994,1993-1994,Athletic Club,Deportivo de La Coruña
27/03/1994,1993-1994,Celta de Vigo,Sporting de Gijón
27/03/1994,1993-1994,Atlético de Madrid,Osasuna
27/03/1994,1993-1994,Rayo Vallecano,Real Sociedad
27/03/1994,1993-1994,Oviedo,Valladolid
27/03/1994,1993-1994,Racing de Santander,Zaragoza
2/04/1994,1993-1994,Real Madrid,Celta de Vigo
2/04/1994,1993-1994,Barcelona,Lleida
3/04/1994,1993-1994,Sporting de Gijón,Athletic Club
3/04/1994,1993-1994,Valladolid,Atlético de Madrid
3/04/1994,1993-1994,Real Sociedad,Logroñés
3/04/1994,1993-1994,Osasuna,Racing de Santander
3/04/1994,1993-1994,Albacete,Rayo Vallecano
3/04/1994,1993-1994,Deportivo de La Coruña,Oviedo
3/04/1994,1993-1994,Zaragoza,Tenerife
3/04/1994,1993-1994,Sevilla,Valencia
6/04/1994,1993-1994,Logroñés,Albacete
6/04/1994,1993-1994,Rayo Vallecano,Barcelona
6/04/1994,1993-1994,Tenerife,Osasuna
6/04/1994,1993-1994,Valencia,Real Sociedad
6/04/1994,1993-1994,Sporting de Gijón,Real Madrid
6/04/1994,1993-1994,Athletic Club,Oviedo
6/04/1994,1993-1994,Celta de Vigo,Sevilla
6/04/1994,1993-1994,Racing de Santander,Valladolid
6/04/1994,1993-1994,Lleida,Zaragoza
7/04/1994,1993-1994,Atlético de Madrid,Deportivo de La Coruña
9/04/1994,1993-1994,Real Madrid,Athletic Club
9/04/1994,1993-1994,Sevilla,Sporting de Gijón
9/04/1994,1993-1994,Barcelona,Logroñés
10/04/1994,1993-1994,Oviedo,Atlético de Madrid
10/04/1994,1993-1994,Real Sociedad,Celta de Vigo
10/04/1994,1993-1994,Osasuna,Lleida
10/04/1994,1993-1994,Deportivo de La Coruña,Racing de Santander
10/04/1994,1993-1994,Zaragoza,Rayo Vallecano
10/04/1994,1993-1994,Valladolid,Tenerife
10/04/1994,1993-1994,Albacete,Valencia
16/04/1994,1993-1994,Celta de Vigo,Albacete
16/04/1994,1993-1994,Valencia,Barcelona
16/04/1994,1993-1994,Logroñés,Zaragoza
17/04/1994,1993-1994,Athletic Club,Atlético de Madrid
17/04/1994,1993-1994,Tenerife,Deportivo de La Coruña
17/04/1994,1993-1994,Rayo Vallecano,Osasuna
17/04/1994,1993-1994,Sporting de Gijón,Real Sociedad
17/04/1994,1993-1994,Racing de Santander,Oviedo
17/04/1994,1993-1994,Real Madrid,Sevilla
17/04/1994,1993-1994,Lleida,Valladolid
23/04/1994,1993-1994,Barcelona,Celta de Vigo
23/04/1994,1993-1994,Deportivo de La Coruña,Lleida
24/04/1994,1993-1994,Sevilla,Athletic Club
24/04/1994,1993-1994,Albacete,Sporting de Gijón
24/04/1994,1993-1994,Osasuna,Logroñés
24/04/1994,1993-1994,Atlético de Madrid,Racing de Santander
24/04/1994,1993-1994,Valladolid,Rayo Vallecano
24/04/1994,1993-1994,Real Sociedad,Real Madrid
24/04/1994,1993-1994,Oviedo,Tenerife
24/04/1994,1993-1994,Zaragoza,Valencia
30/04/1994,1993-1994,Rayo Vallecano,Deportivo de La Coruña
1/05/1994,1993-1994,Real Madrid,Albacete
1/05/1994,1993-1994,Tenerife,Atlético de Madrid
1/05/1994,1993-1994,Sporting de Gijón,Barcelona
1/05/1994,1993-1994,Valencia,Osasuna
1/05/1994,1993-1994,Athletic Club,Racing de Santander
1/05/1994,1993-1994,Sevilla,Real Sociedad
1/05/1994,1993-1994,Lleida,Oviedo
1/05/1994,1993-1994,Logroñés,Valladolid
1/05/1994,1993-1994,Celta de Vigo,Zaragoza
7/05/1994,1993-1994,Barcelona,Real Madrid
8/05/1994,1993-1994,Osasuna,Celta de Vigo
8/05/1994,1993-1994,Zaragoza,Sporting de Gijón
8/05/1994,1993-1994,Atlético de Madrid,Lleida
8/05/1994,1993-1994,Deportivo de La Coruña,Logroñés
8/05/1994,1993-1994,Athletic Club,Real Sociedad
8/05/1994,1993-1994,Oviedo,Rayo Vallecano
