Fecha,Temporada,Equipo1,Equipo2
22/02/2014,2013-2014,Real Sociedad,Barcelona
22/02/2014,2013-2014,Almería,Málaga
23/02/2014,2013-2014,Rayo Vallecano,Sevilla
23/02/2014,2013-2014,Betis,Athletic Club
23/02/2014,2013-2014,Valencia,Granada
23/02/2014,2013-2014,Osasuna,Atlético de Madrid
24/02/2014,2013-2014,Espanyol,Villarreal
28/02/2014,2013-2014,Athletic Club,Granada
1/03/2014,2013-2014,Málaga,Valladolid
1/03/2014,2013-2014,Levante,Osasuna
1/03/2014,2013-2014,Getafe,Espanyol
1/03/2014,2013-2014,Elche,Celta de Vigo
2/03/2014,2013-2014,Villarreal,Betis
2/03/2014,2013-2014,Atlético de Madrid,Real Madrid
2/03/2014,2013-2014,Sevilla,Real Sociedad
2/03/2014,2013-2014,Barcelona,Almería
2/03/2014,2013-2014,Rayo Vallecano,Valencia
8/03/2014,2013-2014,Valladolid,Barcelona
8/03/2014,2013-2014,Betis,Getafe
8/03/2014,2013-2014,Celta de Vigo,Atlético de Madrid
8/03/2014,2013-2014,Granada,Villarreal
9/03/2014,2013-2014,Espanyol,Elche
9/03/2014,2013-2014,Almería,Sevilla
9/03/2014,2013-2014,Real Madrid,Levante
9/03/2014,2013-2014,Valencia,Athletic Club
10/03/2014,2013-2014,Osasuna,Málaga
10/03/2014,2013-2014,Real Sociedad,Rayo Vallecano
14/03/2014,2013-2014,Getafe,Granada
15/03/2014,2013-2014,Levante,Celta de Vigo
15/03/2014,2013-2014,Rayo Vallecano,Almería
15/03/2014,2013-2014,Málaga,Real Madrid
15/03/2014,2013-2014,Atlético de Madrid,Espanyol
16/03/2014,2013-2014,Elche,Betis
16/03/2014,2013-2014,Barcelona,Osasuna
16/03/2014,2013-2014,Sevilla,Valladolid
16/03/2014,2013-2014,Real Sociedad,Valencia
17/03/2014,2013-2014,Villarreal,Athletic Club
21/03/2014,2013-2014,Celta de Vigo,Málaga
22/03/2014,2013-2014,Granada,Elche
22/03/2014,2013-2014,Espanyol,Levante
22/03/2014,2013-2014,Valladolid,Rayo Vallecano
22/03/2014,2013-2014,Athletic Club,Getafe
23/03/2014,2013-2014,Osasuna,Sevilla
23/03/2014,2013-2014,Betis,Atlético de Madrid
23/03/2014,2013-2014,Valencia,Villarreal
23/03/2014,2013-2014,Real Madrid,Barcelona
24/03/2014,2013-2014,Almería,Real Sociedad
25/03/2014,2013-2014,Málaga,Espanyol
25/03/2014,2013-2014,Elche,Athletic Club
26/03/2014,2013-2014,Barcelona,Celta de Vigo
26/03/2014,2013-2014,Rayo Vallecano,Osasuna
26/03/2014,2013-2014,Atlético de Madrid,Granada
26/03/2014,2013-2014,Sevilla,Real Madrid
27/03/2014,2013-2014,Getafe,Villarreal
27/03/2014,2013-2014,Real Sociedad,Valladolid
27/03/2014,2013-2014,Levante,Betis
27/03/2014,2013-2014,Almería,Valencia
29/03/2014,2013-2014,Espanyol,Barcelona
29/03/2014,2013-2014,Celta de Vigo,Sevilla
29/03/2014,2013-2014,Athletic Club,Atlético de Madrid
29/03/2014,2013-2014,Real Madrid,Rayo Vallecano
30/03/2014,2013-2014,Valladolid,Almería
30/03/2014,2013-2014,Osasuna,Real Sociedad
30/03/2014,2013-2014,Villarreal,Elche
30/03/2014,2013-2014,Valencia,Getafe
31/03/2014,2013-2014,Granada,Levante
31/03/2014,2013-2014,Betis,Málaga
4/04/2014,2013-2014,Almería,Osasuna
5/04/2014,2013-2014,Atlético de Madrid,Villarreal
5/04/2014,2013-2014,Barcelona,Betis
5/04/2014,2013-2014,Real Sociedad,Real Madrid
5/04/2014,2013-2014,Rayo Vallecano,Celta de Vigo
6/04/2014,2013-2014,Málaga,Granada
6/04/2014,2013-2014,Elche,Getafe
6/04/2014,2013-2014,Sevilla,Espanyol
6/04/2014,2013-2014,Valladolid,Valencia
7/04/2014,2013-2014,Levante,Athletic Club
11/04/2014,2013-2014,Osasuna,Valladolid
12/04/2014,2013-2014,Celta de Vigo,Real Sociedad
12/04/2014,2013-2014,Villarreal,Levante
12/04/2014,2013-2014,Granada,Barcelona
12/04/2014,2013-2014,Real Madrid,Almería
13/04/2014,2013-2014,Betis,Sevilla
13/04/2014,2013-2014,Valencia,Elche
13/04/2014,2013-2014,Getafe,Atlético de Madrid
13/04/2014,2013-2014,Espanyol,Rayo Vallecano
14/04/2014,2013-2014,Athletic Club,Málaga
18/04/2014,2013-2014,Atlético de Madrid,Elche
19/04/2014,2013-2014,Osasuna,Valencia
19/04/2014,2013-2014,Levante,Getafe
19/04/2014,2013-2014,Real Sociedad,Espanyol
20/04/2014,2013-2014,Almería,Celta de Vigo
20/04/2014,2013-2014,Rayo Vallecano,Betis
20/04/2014,2013-2014,Sevilla,Granada
20/04/2014,2013-2014,Barcelona,Athletic Club
21/04/2014,2013-2014,Málaga,Villarreal
7/05/2014,2013-2014,Valladolid,Real Madrid
25/04/2014,2013-2014,Elche,Levante
26/04/2014,2013-2014,Granada,Rayo Vallecano
26/04/2014,2013-2014,Getafe,Málaga
26/04/2014,2013-2014,Real Madrid,Osasuna
26/04/2014,2013-2014,Betis,Real Sociedad
27/04/2014,2013-2014,Espanyol,Almería
27/04/2014,2013-2014,Valencia,Atlético de Madrid
27/04/2014,2013-2014,Athletic Club,Sevilla
27/04/2014,2013-2014,Villarreal,Barcelona
28/04/2014,2013-2014,Celta de Vigo,Valladolid
2/05/2014,2013-2014,Rayo Vallecano,Athletic Club
3/05/2014,2013-2014,Barcelona,Getafe
3/05/2014,2013-2014,Málaga,Elche
3/05/2014,2013-2014,Osasuna,Celta de Vigo
3/05/2014,2013-2014,Valladolid,Espanyol
4/05/2014,2013-2014,Almería,Betis
4/05/2014,2013-2014,Levante,Atlético de Madrid
4/05/2014,2013-2014,Sevilla,Villarreal
4/05/2014,2013-2014,Real Madrid,Valencia
5/05/2014,2013-2014,Real Sociedad,Granada
10/05/2014,2013-2014,Villarreal,Rayo Vallecano
10/05/2014,2013-2014,Levante,Valencia
11/05/2014,2013-2014,Athletic Club,Real Sociedad
11/05/2014,2013-2014,Atlético de Madrid,Málaga
11/05/2014,2013-2014,Elche,Barcelona
11/05/2014,2013-2014,Getafe,Sevilla
11/05/2014,2013-2014,Granada,Almería
11/05/2014,2013-2014,Betis,Valladolid
11/05/2014,2013-2014,Espanyol,Osasuna
11/05/2014,2013-2014,Celta de Vigo,Real Madrid
23/08/2014,2014-2015,Málaga,Athletic Club
23/08/2014,2014-2015,Sevilla,Valencia
23/08/2014,2014-2015,Granada,Deportivo de La Coruña
23/08/2014,2014-2015,Almería,Espanyol
24/08/2014,2014-2015,Eibar,Real Sociedad
24/08/2014,2014-2015,Celta de Vigo,Getafe
24/08/2014,2014-2015,Barcelona,Elche
24/08/2014,2014-2015,Levante,Villarreal
25/08/2014,2014-2015,Real Madrid,Córdoba
25/08/2014,2014-2015,Rayo Vallecano,Atlético de Madrid
29/08/2014,2014-2015,Getafe,Almería
29/08/2014,2014-2015,Valencia,Málaga
30/08/2014,2014-2015,Córdoba,Celta de Vigo
30/08/2014,2014-2015,Athletic Club,Levante
30/08/2014,2014-2015,Atlético de Madrid,Eibar
30/08/2014,2014-2015,Espanyol,Sevilla
31/08/2014,2014-2015,Villarreal,Barcelona
31/08/2014,2014-2015,Real Sociedad,Real Madrid
31/08/2014,2014-2015,Deportivo de La Coruña,Rayo Vallecano
31/08/2014,2014-2015,Elche,Granada
12/09/2014,2014-2015,Almería,Córdoba
13/09/2014,2014-2015,Barcelona,Athletic Club
13/09/2014,2014-2015,Celta de Vigo,Real Sociedad
13/09/2014,2014-2015,Málaga,Levante
13/09/2014,2014-2015,Real Madrid,Atlético de Madrid
14/09/2014,2014-2015,Rayo Vallecano,Elche
14/09/2014,2014-2015,Valencia,Espanyol
14/09/2014,2014-2015,Sevilla,Getafe
14/09/2014,2014-2015,Granada,Villarreal
15/09/2014,2014-2015,Eibar,Deportivo de La Coruña
19/09/2014,2014-2015,Elche,Eibar
20/09/2014,2014-2015,Deportivo de La Coruña,Real Madrid
20/09/2014,2014-2015,Athletic Club,Granada
20/09/2014,2014-2015,Atlético de Madrid,Celta de Vigo
20/09/2014,2014-2015,Espanyol,Málaga
21/09/2014,2014-2015,Real Sociedad,Almería
21/09/2014,2014-2015,Villarreal,Rayo Vallecano
21/09/2014,2014-2015,Córdoba,Sevilla
21/09/2014,2014-2015,Levante,Barcelona
22/09/2014,2014-2015,Getafe,Valencia
23/09/2014,2014-2015,Real Madrid,Elche
23/09/2014,2014-2015,Celta de Vigo,Deportivo de La Coruña
24/09/2014,2014-2015,Almería,Atlético de Madrid
24/09/2014,2014-2015,Eibar,Villarreal
24/09/2014,2014-2015,Rayo Vallecano,Athletic Club
24/09/2014,2014-2015,Sevilla,Real Sociedad
24/09/2014,2014-2015,Granada,Levante
24/09/2014,2014-2015,Málaga,Barcelona
25/09/2014,2014-2015,Espanyol,Getafe
25/09/2014,2014-2015,Valencia,Córdoba
26/09/2014,2014-2015,Elche,Celta de Vigo
27/09/2014,2014-2015,Villarreal,Real Madrid
27/09/2014,2014-2015,Barcelona,Granada
27/09/2014,2014-2015,Atlético de Madrid,Sevilla
27/09/2014,2014-2015,Athletic Club,Eibar
27/09/2014,2014-2015,Levante,Rayo Vallecano
28/09/2014,2014-2015,Getafe,Málaga
28/09/2014,2014-2015,Deportivo de La Coruña,Almería
28/09/2014,2014-2015,Real Sociedad,Valencia
28/09/2014,2014-2015,Córdoba,Espanyol
3/10/2014,2014-2015,Getafe,Córdoba
4/10/2014,2014-2015,Valencia,Atlético de Madrid
4/10/2014,2014-2015,Rayo Vallecano,Barcelona
4/10/2014,2014-2015,Eibar,Levante
4/10/2014,2014-2015,Almería,Elche
4/10/2014,2014-2015,Málaga,Granada
5/10/2014,2014-2015,Sevilla,Deportivo de La Coruña
5/10/2014,2014-2015,Celta de Vigo,Villarreal
5/10/2014,2014-2015,Espanyol,Real Sociedad
5/10/2014,2014-2015,Real Madrid,Athletic Club
17/10/2014,2014-2015,Granada,Rayo Vallecano
18/10/2014,2014-2015,Levante,Real Madrid
18/10/2014,2014-2015,Athletic Club,Celta de Vigo
18/10/2014,2014-2015,Barcelona,Eibar
18/10/2014,2014-2015,Córdoba,Málaga
19/10/2014,2014-2015,Atlético de Madrid,Espanyol
19/10/2014,2014-2015,Deportivo de La Coruña,Valencia
19/10/2014,2014-2015,Elche,Sevilla
19/10/2014,2014-2015,Villarreal,Almería
20/10/2014,2014-2015,Real Sociedad,Getafe
24/10/2014,2014-2015,Celta de Vigo,Levante
25/10/2014,2014-2015,Almería,Athletic Club
25/10/2014,2014-2015,Real Madrid,Barcelona
25/10/2014,2014-2015,Valencia,Elche
25/10/2014,2014-2015,Córdoba,Real Sociedad
25/10/2014,2014-2015,Eibar,Granada
26/10/2014,2014-2015,Málaga,Rayo Vallecano
26/10/2014,2014-2015,Espanyol,Deportivo de La Coruña
26/10/2014,2014-2015,Sevilla,Villarreal
26/10/2014,2014-2015,Getafe,Atlético de Madrid
31/10/2014,2014-2015,Deportivo de La Coruña,Getafe
1/11/2014,2014-2015,Granada,Real Madrid
1/11/2014,2014-2015,Atlético de Madrid,Córdoba
1/11/2014,2014-2015,Barcelona,Celta de Vigo
1/11/2014,2014-2015,Real Sociedad,Málaga
2/11/2014,2014-2015,Athletic Club,Sevilla
2/11/2014,2014-2015,Villarreal,Valencia
2/11/2014,2014-2015,Levante,Almería
2/11/2014,2014-2015,Elche,Espanyol
3/11/2014,2014-2015,Rayo Vallecano,Eibar
7/11/2014,2014-2015,Córdoba,Deportivo de La Coruña
8/11/2014,2014-2015,Almería,Barcelona
8/11/2014,2014-2015,Getafe,Elche
8/11/2014,2014-2015,Real Madrid,Rayo Vallecano
8/11/2014,2014-2015,Celta de Vigo,Granada
8/11/2014,2014-2015,Málaga,Eibar
9/11/2014,2014-2015,Sevilla,Levante
9/11/2014,2014-2015,Espanyol,Villarreal
9/11/2014,2014-2015,Valencia,Athletic Club
9/11/2014,2014-2015,Real Sociedad,Atlético de Madrid
21/11/2014,2014-2015,Athletic Club,Espanyol
22/11/2014,2014-2015,Atlético de Madrid,Málaga
22/11/2014,2014-2015,Eibar,Real Madrid
22/11/2014,2014-2015,Barcelona,Sevilla
22/11/2014,2014-2015,Deportivo de La Coruña,Real Sociedad
23/11/2014,2014-2015,Rayo Vallecano,Celta de Vigo
23/11/2014,2014-2015,Levante,Valencia
23/11/2014,2014-2015,Elche,Córdoba
23/11/2014,2014-2015,Villarreal,Getafe
24/11/2014,2014-2015,Granada,Almería
28/11/2014,2014-2015,Real Sociedad,Elche
29/11/2014,2014-2015,Getafe,Athletic Club
29/11/2014,2014-2015,Espanyol,Levante
29/11/2014,2014-2015,Málaga,Real Madrid
29/11/2014,2014-2015,Celta de Vigo,Eibar
30/11/2014,2014-2015,Atlético de Madrid,Deportivo de La Coruña
30/11/2014,2014-2015,Sevilla,Granada
30/11/2014,2014-2015,Córdoba,Villarreal
30/11/2014,2014-2015,Valencia,Barcelona
1/12/2014,2014-2015,Almería,Rayo Vallecano
6/12/2014,2014-2015,Elche,Atlético de Madrid
6/12/2014,2014-2015,Athletic Club,Córdoba
6/12/2014,2014-2015,Real Madrid,Celta de Vigo
6/12/2014,2014-2015,Deportivo de La Coruña,Málaga
7/12/2014,2014-2015,Rayo Vallecano,Sevilla
7/12/2014,2014-2015,Barcelona,Espanyol
7/12/2014,2014-2015,Villarreal,Real Sociedad
7/12/2014,2014-2015,Granada,Valencia
8/12/2014,2014-2015,Eibar,Almería
8/12/2014,2014-2015,Levante,Getafe
12/12/2014,2014-2015,Almería,Real Madrid
13/12/2014,2014-2015,Getafe,Barcelona
13/12/2014,2014-2015,Valencia,Rayo Vallecano
13/12/2014,2014-2015,Córdoba,Levante
13/12/2014,2014-2015,Málaga,Celta de Vigo
14/12/2014,2014-2015,Espanyol,Granada
14/12/2014,2014-2015,Sevilla,Eibar
14/12/2014,2014-2015,Atlético de Madrid,Villarreal
14/12/2014,2014-2015,Real Sociedad,Athletic Club
15/12/2014,2014-2015,Deportivo de La Coruña,Elche
19/12/2014,2014-2015,Celta de Vigo,Almería
20/12/2014,2014-2015,Barcelona,Córdoba
20/12/2014,2014-2015,Levante,Real Sociedad
20/12/2014,2014-2015,Eibar,Valencia
20/12/2014,2014-2015,Rayo Vallecano,Espanyol
21/12/2014,2014-2015,Villarreal,Deportivo de La Coruña
21/12/2014,2014-2015,Granada,Getafe
21/12/2014,2014-2015,Elche,Málaga
21/12/2014,2014-2015,Athletic Club,Atlético de Madrid
4/02/2015,2014-2015,Real Madrid,Sevilla
3/01/2015,2014-2015,Atlético de Madrid,Levante
3/01/2015,2014-2015,Sevilla,Celta de Vigo
3/01/2015,2014-2015,Elche,Villarreal
3/01/2015,2014-2015,Deportivo de La Coruña,Athletic Club
3/01/2015,2014-2015,Málaga,Almería
4/01/2015,2014-2015,Getafe,Rayo Vallecano
4/01/2015,2014-2015,Valencia,Real Madrid
4/01/2015,2014-2015,Espanyol,Eibar
4/01/2015,2014-2015,Real Sociedad,Barcelona
5/01/2015,2014-2015,Córdoba,Granada
9/01/2015,2014-2015,Levante,Deportivo de La Coruña
10/01/2015,2014-2015,Real Madrid,Espanyol
10/01/2015,2014-2015,Málaga,Villarreal
10/01/2015,2014-2015,Celta de Vigo,Valencia
10/01/2015,2014-2015,Eibar,Getafe
11/01/2015,2014-2015,Almería,Sevilla
11/01/2015,2014-2015,Athletic Club,Elche
11/01/2015,2014-2015,Granada,Real Sociedad
11/01/2015,2014-2015,Barcelona,Atlético de Madrid
12/01/2015,2014-2015,Rayo Vallecano,Córdoba
16/01/2015,2014-2015,Córdoba,Eibar
17/01/2015,2014-2015,Real Sociedad,Rayo Vallecano
17/01/2015,2014-2015,Valencia,Almería
17/01/2015,2014-2015,Villarreal,Athletic Club
17/01/2015,2014-2015,Espanyol,Celta de Vigo
18/01/2015,2014-2015,Getafe,Real Madrid
18/01/2015,2014-2015,Atlético de Madrid,Granada
18/01/2015,2014-2015,Deportivo de La Coruña,Barcelona
18/01/2015,2014-2015,Elche,Levante
18/01/2015,2014-2015,Sevilla,Málaga
24/01/2015,2014-2015,Córdoba,Real Madrid
24/01/2015,2014-2015,Elche,Barcelona
24/01/2015,2014-2015,Atlético de Madrid,Rayo Vallecano
24/01/2015,2014-2015,Real Sociedad,Eibar
24/01/2015,2014-2015,Villarreal,Levante
25/01/2015,2014-2015,Deportivo de La Coruña,Granada
25/01/2015,2014-2015,Athletic Club,Málaga
25/01/2015,2014-2015,Espanyol,Almería
25/01/2015,2014-2015,Valencia,Sevilla
26/01/2015,2014-2015,Getafe,Celta de Vigo
30/01/2015,2014-2015,Rayo Vallecano,Deportivo de La Coruña
31/01/2015,2014-2015,Real Madrid,Real Sociedad
31/01/2015,2014-2015,Eibar,Atlético de Madrid
31/01/2015,2014-2015,Granada,Elche
31/01/2015,2014-2015,Celta de Vigo,Córdoba
1/02/2015,2014-2015,Levante,Athletic Club
1/02/2015,2014-2015,Almería,Getafe
1/02/2015,2014-2015,Sevilla,Espanyol
1/02/2015,2014-2015,Barcelona,Villarreal
2/02/2015,2014-2015,Málaga,Valencia
6/02/2015,2014-2015,Deportivo de La Coruña,Eibar
7/02/2015,2014-2015,Atlético de Madrid,Real Madrid
7/02/2015,2014-2015,Villarreal,Granada
7/02/2015,2014-2015,Levante,Málaga
7/02/2015,2014-2015,Real Sociedad,Celta de Vigo
8/02/2015,2014-2015,Córdoba,Almería
8/02/2015,2014-2015,Getafe,Sevilla
8/02/2015,2014-2015,Espanyol,Valencia
8/02/2015,2014-2015,Athletic Club,Barcelona
9/02/2015,2014-2015,Elche,Rayo Vallecano
13/02/2015,2014-2015,Almería,Real Sociedad
14/02/2015,2014-2015,Sevilla,Córdoba
14/02/2015,2014-2015,Real Madrid,Deportivo de La Coruña
14/02/2015,2014-2015,Granada,Athletic Club
14/02/2015,2014-2015,Málaga,Espanyol
15/02/2015,2014-2015,Valencia,Getafe
15/02/2015,2014-2015,Barcelona,Levante
15/02/2015,2014-2015,Rayo Vallecano,Villarreal
15/02/2015,2014-2015,Celta de Vigo,Atlético de Madrid
16/02/2015,2014-2015,Eibar,Elche
20/02/2015,2014-2015,Getafe,Espanyol
21/02/2015,2014-2015,Barcelona,Málaga
21/02/2015,2014-2015,Córdoba,Valencia
21/02/2015,2014-2015,Atlético de Madrid,Almería
21/02/2015,2014-2015,Deportivo de La Coruña,Celta de Vigo
22/02/2015,2014-2015,Real Sociedad,Sevilla
22/02/2015,2014-2015,Athletic Club,Rayo Vallecano
22/02/2015,2014-2015,Villarreal,Eibar
22/02/2015,2014-2015,Elche,Real Madrid
23/02/2015,2014-2015,Levante,Granada
27/02/2015,2014-2015,Espanyol,Córdoba
28/02/2015,2014-2015,Granada,Barcelona
28/02/2015,2014-2015,Rayo Vallecano,Levante
28/02/2015,2014-2015,Almería,Deportivo de La Coruña
28/02/2015,2014-2015,Málaga,Getafe
1/03/2015,2014-2015,Valencia,Real Sociedad
1/03/2015,2014-2015,Eibar,Athletic Club
1/03/2015,2014-2015,Sevilla,Atlético de Madrid
1/03/2015,2014-2015,Real Madrid,Villarreal
2/03/2015,2014-2015,Celta de Vigo,Elche
6/03/2015,2014-2015,Levante,Eibar
7/03/2015,2014-2015,Deportivo de La Coruña,Sevilla
7/03/2015,2014-2015,Athletic Club,Real Madrid
7/03/2015,2014-2015,Elche,Almería
7/03/2015,2014-2015,Granada,Málaga
8/03/2015,2014-2015,Barcelona,Rayo Vallecano
8/03/2015,2014-2015,Real Sociedad,Espanyol
8/03/2015,2014-2015,Villarreal,Celta de Vigo
8/03/2015,2014-2015,Atlético de Madrid,Valencia
9/03/2015,2014-2015,Córdoba,Getafe
13/03/2015,2014-2015,Valencia,Deportivo de La Coruña
14/03/2015,2014-2015,Espanyol,Atlético de Madrid
14/03/2015,2014-2015,Eibar,Barcelona
14/03/2015,2014-2015,Rayo Vallecano,Granada
14/03/2015,2014-2015,Celta de Vigo,Athletic Club
15/03/2015,2014-2015,Almería,Villarreal
15/03/2015,2014-2015,Málaga,Córdoba
15/03/2015,2014-2015,Sevilla,Elche
15/03/2015,2014-2015,Real Madrid,Levante
16/03/2015,2014-2015,Getafe,Real Sociedad
20/03/2015,2014-2015,Elche,Valencia
21/03/2015,2014-2015,Atlético de Madrid,Getafe
21/03/2015,2014-2015,Rayo Vallecano,Málaga
21/03/2015,2014-2015,Levante,Celta de Vigo
21/03/2015,2014-2015,Athletic Club,Almería
21/03/2015,2014-2015,Granada,Eibar
22/03/2015,2014-2015,Deportivo de La Coruña,Espanyol
22/03/2015,2014-2015,Villarreal,Sevilla
22/03/2015,2014-2015,Real Sociedad,Córdoba
22/03/2015,2014-2015,Barcelona,Real Madrid
3/04/2015,2014-2015,Eibar,Rayo Vallecano
4/04/2015,2014-2015,Sevilla,Athletic Club
4/04/2015,2014-2015,Córdoba,Atlético de Madrid
4/04/2015,2014-2015,Almería,Levante
4/04/2015,2014-2015,Málaga,Real Sociedad
5/04/2015,2014-2015,Real Madrid,Granada
5/04/2015,2014-2015,Valencia,Villarreal
5/04/2015,2014-2015,Getafe,Deportivo de La Coruña
5/04/2015,2014-2015,Celta de Vigo,Barcelona
6/04/2015,2014-2015,Espanyol,Elche
7/04/2015,2014-2015,Atlético de Madrid,Real Sociedad
7/04/2015,2014-2015,Levante,Sevilla
7/04/2015,2014-2015,Eibar,Málaga
8/04/2015,2014-2015,Deportivo de La Coruña,Córdoba
8/04/2015,2014-2015,Barcelona,Almería
8/04/2015,2014-2015,Granada,Celta de Vigo
8/04/2015,2014-2015,Rayo Vallecano,Real Madrid
9/04/2015,2014-2015,Athletic Club,Valencia
9/04/2015,2014-2015,Elche,Getafe
9/04/2015,2014-2015,Villarreal,Espanyol
11/04/2015,2014-2015,Real Madrid,Eibar
11/04/2015,2014-2015,Málaga,Atlético de Madrid
11/04/2015,2014-2015,Sevilla,Barcelona
11/04/2015,2014-2015,Almería,Granada
11/04/2015,2014-2015,Celta de Vigo,Rayo Vallecano
12/04/2015,2014-2015,Getafe,Villarreal
12/04/2015,2014-2015,Espanyol,Athletic Club
12/04/2015,2014-2015,Real Sociedad,Deportivo de La Coruña
12/04/2015,2014-2015,Córdoba,Elche
13/04/2015,2014-2015,Valencia,Levante
17/04/2015,2014-2015,Levante,Espanyol
18/04/2015,2014-2015,Barcelona,Valencia
18/04/2015,2014-2015,Deportivo de La Coruña,Atlético de Madrid
18/04/2015,2014-2015,Real Madrid,Málaga
18/04/2015,2014-2015,Athletic Club,Getafe
19/04/2015,2014-2015,Rayo Vallecano,Almería
19/04/2015,2014-2015,Granada,Sevilla
19/04/2015,2014-2015,Villarreal,Córdoba
19/04/2015,2014-2015,Eibar,Celta de Vigo
20/04/2015,2014-2015,Elche,Real Sociedad
24/04/2015,2014-2015,Córdoba,Athletic Club
25/04/2015,2014-2015,Espanyol,Barcelona
25/04/2015,2014-2015,Atlético de Madrid,Elche
25/04/2015,2014-2015,Getafe,Levante
25/04/2015,2014-2015,Real Sociedad,Villarreal
26/04/2015,2014-2015,Málaga,Deportivo de La Coruña
26/04/2015,2014-2015,Almería,Eibar
26/04/2015,2014-2015,Sevilla,Rayo Vallecano
26/04/2015,2014-2015,Celta de Vigo,Real Madrid
27/04/2015,2014-2015,Valencia,Granada
28/04/2015,2014-2015,Barcelona,Getafe
28/04/2015,2014-2015,Athletic Club,Real Sociedad
28/04/2015,2014-2015,Levante,Córdoba
29/04/2015,2014-2015,Eibar,Sevilla
29/04/2015,2014-2015,Real Madrid,Almería
29/04/2015,2014-2015,Celta de Vigo,Málaga
29/04/2015,2014-2015,Elche,Deportivo de La Coruña
29/04/2015,2014-2015,Villarreal,Atlético de Madrid
30/04/2015,2014-2015,Rayo Vallecano,Valencia
30/04/2015,2014-2015,Granada,Espanyol
1/05/2015,2014-2015,Real Sociedad,Levante
2/05/2015,2014-2015,Córdoba,Barcelona
2/05/2015,2014-2015,Atlético de Madrid,Athletic Club
2/05/2015,2014-2015,Sevilla,Real Madrid
2/05/2015,2014-2015,Deportivo de La Coruña,Villarreal
3/05/2015,2014-2015,Espanyol,Rayo Vallecano
3/05/2015,2014-2015,Getafe,Granada
3/05/2015,2014-2015,Valencia,Eibar
3/05/2015,2014-2015,Málaga,Elche
4/05/2015,2014-2015,Almería,Celta de Vigo
8/05/2015,2014-2015,Eibar,Espanyol
9/05/2015,2014-2015,Granada,Córdoba
9/05/2015,2014-2015,Barcelona,Real Sociedad
9/05/2015,2014-2015,Real Madrid,Valencia
9/05/2015,2014-2015,Athletic Club,Deportivo de La Coruña
10/05/2015,2014-2015,Levante,Atlético de Madrid
10/05/2015,2014-2015,Villarreal,Elche
10/05/2015,2014-2015,Almería,Málaga
10/05/2015,2014-2015,Celta de Vigo,Sevilla
11/05/2015,2014-2015,Rayo Vallecano,Getafe
17/05/2015,2014-2015,Villarreal,Málaga
17/05/2015,2014-2015,Elche,Athletic Club
17/05/2015,2014-2015,Deportivo de La Coruña,Levante
17/05/2015,2014-2015,Atlético de Madrid,Barcelona
17/05/2015,2014-2015,Real Sociedad,Granada
17/05/2015,2014-2015,Córdoba,Rayo Vallecano
17/05/2015,2014-2015,Getafe,Eibar
17/05/2015,2014-2015,Espanyol,Real Madrid
17/05/2015,2014-2015,Valencia,Celta de Vigo
17/05/2015,2014-2015,Sevilla,Almería
21/08/2015,2015-2016,Málaga,Sevilla
22/08/2015,2015-2016,Deportivo de La Coruña,Real Sociedad
22/08/2015,2015-2016,Espanyol,Getafe
22/08/2015,2015-2016,Atlético de Madrid,Las Palmas
22/08/2015,2015-2016,Rayo Vallecano,Valencia
23/08/2015,2015-2016,Athletic Club,Barcelona
23/08/2015,2015-2016,Sporting de Gijón,Real Madrid
23/08/2015,2015-2016,Levante,Celta de Vigo
23/08/2015,2015-2016,Betis,Villarreal
24/08/2015,2015-2016,Granada,Eibar
28/08/2015,2015-2016,Villarreal,Espanyol
29/08/2015,2015-2016,Real Sociedad,Sporting de Gijón
29/08/2015,2015-2016,Barcelona,Málaga
29/08/2015,2015-2016,Celta de Vigo,Rayo Vallecano
29/08/2015,2015-2016,Real Madrid,Betis
30/08/2015,2015-2016,Eibar,Athletic Club
30/08/2015,2015-2016,Valencia,Deportivo de La Coruña
30/08/2015,2015-2016,Sevilla,Atlético de Madrid
30/08/2015,2015-2016,Las Palmas,Levante
30/08/2015,2015-2016,Getafe,Granada
11/09/2015,2015-2016,Levante,Sevilla
12/09/2015,2015-2016,Espanyol,Real Madrid
12/09/2015,2015-2016,Sporting de Gijón,Valencia
12/09/2015,2015-2016,Atlético de Madrid,Barcelona
12/09/2015,2015-2016,Betis,Real Sociedad
13/09/2015,2015-2016,Granada,Villarreal
13/09/2015,2015-2016,Athletic Club,Getafe
13/09/2015,2015-2016,Celta de Vigo,Las Palmas
13/09/2015,2015-2016,Málaga,Eibar
14/09/2015,2015-2016,Rayo Vallecano,Deportivo de La Coruña
18/09/2015,2015-2016,Getafe,Málaga
19/09/2015,2015-2016,Real Madrid,Granada
19/09/2015,2015-2016,Valencia,Betis
19/09/2015,2015-2016,Eibar,Atlético de Madrid
19/09/2015,2015-2016,Real Sociedad,Espanyol
20/09/2015,2015-2016,Sevilla,Celta de Vigo
20/09/2015,2015-2016,Deportivo de La Coruña,Sporting de Gijón
20/09/2015,2015-2016,Villarreal,Athletic Club
20/09/2015,2015-2016,Barcelona,Levante
20/09/2015,2015-2016,Las Palmas,Rayo Vallecano
22/09/2015,2015-2016,Espanyol,Valencia
22/09/2015,2015-2016,Atlético de Madrid,Getafe
22/09/2015,2015-2016,Granada,Real Sociedad
23/09/2015,2015-2016,Levante,Eibar
23/09/2015,2015-2016,Celta de Vigo,Barcelona
