Fecha,Temporada,Equipo1,Equipo2
13/03/1988,1987-1988,Valladolid,Atlético de Madrid
20/03/1988,1987-1988,Athletic Club,Sporting de Gijón
20/03/1988,1987-1988,Atlético de Madrid,Real Madrid
20/03/1988,1987-1988,Cádiz,Betis
20/03/1988,1987-1988,Celta de Vigo,Barcelona
20/03/1988,1987-1988,Español,Osasuna
20/03/1988,1987-1988,Logroñés,Murcia
20/03/1988,1987-1988,Mallorca,Real Sociedad
20/03/1988,1987-1988,Sabadell,Valladolid
20/03/1988,1987-1988,Sevilla,Las Palmas
20/03/1988,1987-1988,Valencia,Zaragoza
26/03/1988,1987-1988,Barcelona,Betis
26/03/1988,1987-1988,Sporting de Gijón,Atlético de Madrid
26/03/1988,1987-1988,Real Sociedad,Logroñés
27/03/1988,1987-1988,Las Palmas,Español
27/03/1988,1987-1988,Murcia,Celta de Vigo
27/03/1988,1987-1988,Osasuna,Valencia
27/03/1988,1987-1988,Real Madrid,Sabadell
27/03/1988,1987-1988,Sevilla,Cádiz
27/03/1988,1987-1988,Valladolid,Mallorca
27/03/1988,1987-1988,Zaragoza,Athletic Club
2/04/1988,1987-1988,Celta de Vigo,Real Sociedad
2/04/1988,1987-1988,Español,Sevilla
2/04/1988,1987-1988,Mallorca,Real Madrid
3/04/1988,1987-1988,Athletic Club,Osasuna
3/04/1988,1987-1988,Atlético de Madrid,Zaragoza
3/04/1988,1987-1988,Betis,Murcia
3/04/1988,1987-1988,Cádiz,Barcelona
3/04/1988,1987-1988,Logroñés,Valladolid
3/04/1988,1987-1988,Sabadell,Sporting de Gijón
3/04/1988,1987-1988,Valencia,Las Palmas
9/04/1988,1987-1988,Las Palmas,Athletic Club
9/04/1988,1987-1988,Sevilla,Valencia
10/04/1988,1987-1988,Español,Cádiz
10/04/1988,1987-1988,Sporting de Gijón,Mallorca
10/04/1988,1987-1988,Murcia,Barcelona
10/04/1988,1987-1988,Osasuna,Atlético de Madrid
10/04/1988,1987-1988,Real Sociedad,Betis
10/04/1988,1987-1988,Real Madrid,Logroñés
10/04/1988,1987-1988,Valladolid,Celta de Vigo
10/04/1988,1987-1988,Zaragoza,Sabadell
16/04/1988,1987-1988,Celta de Vigo,Real Madrid
16/04/1988,1987-1988,Valencia,Español
17/04/1988,1987-1988,Athletic Club,Sevilla
17/04/1988,1987-1988,Atlético de Madrid,Las Palmas
17/04/1988,1987-1988,Barcelona,Real Sociedad
17/04/1988,1987-1988,Betis,Valladolid
17/04/1988,1987-1988,Cádiz,Murcia
17/04/1988,1987-1988,Logroñés,Sporting de Gijón
17/04/1988,1987-1988,Mallorca,Zaragoza
17/04/1988,1987-1988,Sabadell,Osasuna
23/04/1988,1987-1988,Español,Athletic Club
24/04/1988,1987-1988,Sporting de Gijón,Celta de Vigo
24/04/1988,1987-1988,Las Palmas,Sabadell
24/04/1988,1987-1988,Osasuna,Mallorca
24/04/1988,1987-1988,Real Sociedad,Murcia
24/04/1988,1987-1988,Real Madrid,Betis
24/04/1988,1987-1988,Sevilla,Atlético de Madrid
24/04/1988,1987-1988,Valencia,Cádiz
24/04/1988,1987-1988,Valladolid,Barcelona
24/04/1988,1987-1988,Zaragoza,Logroñés
30/04/1988,1987-1988,Atlético de Madrid,Español
30/04/1988,1987-1988,Barcelona,Real Madrid
1/05/1988,1987-1988,Athletic Club,Valencia
1/05/1988,1987-1988,Betis,Sporting de Gijón
1/05/1988,1987-1988,Cádiz,Real Sociedad
1/05/1988,1987-1988,Celta de Vigo,Zaragoza
1/05/1988,1987-1988,Logroñés,Osasuna
1/05/1988,1987-1988,Mallorca,Las Palmas
1/05/1988,1987-1988,Murcia,Valladolid
1/05/1988,1987-1988,Sabadell,Sevilla
7/05/1988,1987-1988,Las Palmas,Logroñés
7/05/1988,1987-1988,Valencia,Atlético de Madrid
8/05/1988,1987-1988,Athletic Club,Cádiz
8/05/1988,1987-1988,Español,Sabadell
8/05/1988,1987-1988,Sporting de Gijón,Barcelona
8/05/1988,1987-1988,Osasuna,Celta de Vigo
8/05/1988,1987-1988,Real Madrid,Murcia
8/05/1988,1987-1988,Sevilla,Mallorca
8/05/1988,1987-1988,Valladolid,Real Sociedad
8/05/1988,1987-1988,Zaragoza,Betis
14/05/1988,1987-1988,Atlético de Madrid,Athletic Club
14/05/1988,1987-1988,Barcelona,Zaragoza
14/05/1988,1987-1988,Mallorca,Español
14/05/1988,1987-1988,Real Sociedad,Real Madrid
15/05/1988,1987-1988,Betis,Osasuna
15/05/1988,1987-1988,Celta de Vigo,Las Palmas
15/05/1988,1987-1988,Logroñés,Sevilla
15/05/1988,1987-1988,Murcia,Sporting de Gijón
15/05/1988,1987-1988,Sabadell,Valencia
15/05/1988,1987-1988,Valladolid,Cádiz
3/09/1988,1988-1989,Athletic Club,Sevilla
3/09/1988,1988-1989,Barcelona,Español
3/09/1988,1988-1989,Logroñés,Atlético de Madrid
3/09/1988,1988-1989,Oviedo,Real Sociedad
4/09/1988,1988-1989,Betis,Sporting de Gijón
4/09/1988,1988-1989,Celta de Vigo,Cádiz
4/09/1988,1988-1989,Murcia,CD Málaga
4/09/1988,1988-1989,Real Madrid,Osasuna
4/09/1988,1988-1989,Valladolid,Elche
4/09/1988,1988-1989,Zaragoza,Valencia
10/09/1988,1988-1989,Español,Murcia
10/09/1988,1988-1989,CD Málaga,Celta de Vigo
10/09/1988,1988-1989,Valencia,Valladolid
11/09/1988,1988-1989,Atlético de Madrid,Athletic Club
11/09/1988,1988-1989,Cádiz,Logroñés
11/09/1988,1988-1989,Elche,Barcelona
11/09/1988,1988-1989,Sporting de Gijón,Real Madrid
11/09/1988,1988-1989,Osasuna,Zaragoza
11/09/1988,1988-1989,Real Sociedad,Betis
11/09/1988,1988-1989,Sevilla,Oviedo
17/09/1988,1988-1989,Barcelona,Valencia
17/09/1988,1988-1989,Valladolid,Osasuna
18/09/1988,1988-1989,Athletic Club,Cádiz
18/09/1988,1988-1989,Celta de Vigo,Español
18/09/1988,1988-1989,Logroñés,CD Málaga
18/09/1988,1988-1989,Murcia,Elche
18/09/1988,1988-1989,Real Madrid,Real Sociedad
18/09/1988,1988-1989,Oviedo,Betis
18/09/1988,1988-1989,Sevilla,Atlético de Madrid
18/09/1988,1988-1989,Zaragoza,Sporting de Gijón
24/09/1988,1988-1989,Osasuna,Barcelona
24/09/1988,1988-1989,Valencia,Murcia
25/09/1988,1988-1989,Atlético de Madrid,Oviedo
25/09/1988,1988-1989,Betis,Real Madrid
25/09/1988,1988-1989,Cádiz,Sevilla
25/09/1988,1988-1989,Elche,Celta de Vigo
25/09/1988,1988-1989,Español,Logroñés
25/09/1988,1988-1989,Sporting de Gijón,Valladolid
25/09/1988,1988-1989,CD Málaga,Athletic Club
25/09/1988,1988-1989,Real Sociedad,Zaragoza
1/10/1988,1988-1989,Athletic Club,Español
1/10/1988,1988-1989,Atlético de Madrid,Cádiz
1/10/1988,1988-1989,Celta de Vigo,Valencia
1/10/1988,1988-1989,Valladolid,Real Sociedad
2/10/1988,1988-1989,Barcelona,Sporting de Gijón
2/10/1988,1988-1989,Logroñés,Elche
2/10/1988,1988-1989,Murcia,Osasuna
2/10/1988,1988-1989,Oviedo,Real Madrid
2/10/1988,1988-1989,Sevilla,CD Málaga
2/10/1988,1988-1989,Zaragoza,Betis
8/10/1988,1988-1989,Real Sociedad,Barcelona
8/10/1988,1988-1989,Valencia,Logroñés
9/10/1988,1988-1989,Betis,Valladolid
9/10/1988,1988-1989,Cádiz,Oviedo
9/10/1988,1988-1989,Elche,Athletic Club
9/10/1988,1988-1989,Español,Sevilla
9/10/1988,1988-1989,Sporting de Gijón,Murcia
9/10/1988,1988-1989,CD Málaga,Atlético de Madrid
9/10/1988,1988-1989,Osasuna,Celta de Vigo
9/10/1988,1988-1989,Real Madrid,Zaragoza
15/10/1988,1988-1989,Athletic Club,Valencia
16/10/1988,1988-1989,Atlético de Madrid,Español
16/10/1988,1988-1989,Barcelona,Betis
16/10/1988,1988-1989,Cádiz,CD Málaga
16/10/1988,1988-1989,Celta de Vigo,Sporting de Gijón
16/10/1988,1988-1989,Logroñés,Osasuna
16/10/1988,1988-1989,Murcia,Real Sociedad
16/10/1988,1988-1989,Oviedo,Zaragoza
16/10/1988,1988-1989,Sevilla,Elche
16/10/1988,1988-1989,Valladolid,Real Madrid
22/10/1988,1988-1989,Real Madrid,Barcelona
23/10/1988,1988-1989,Betis,Murcia
23/10/1988,1988-1989,Elche,Atlético de Madrid
23/10/1988,1988-1989,Español,Cádiz
23/10/1988,1988-1989,Sporting de Gijón,Logroñés
23/10/1988,1988-1989,CD Málaga,Oviedo
23/10/1988,1988-1989,Osasuna,Athletic Club
23/10/1988,1988-1989,Valencia,Sevilla
23/10/1988,1988-1989,Zaragoza,Valladolid
18/05/1989,1988-1989,Real Sociedad,Celta de Vigo
29/10/1988,1988-1989,Atlético de Madrid,Valencia
30/10/1988,1988-1989,Athletic Club,Sporting de Gijón
30/10/1988,1988-1989,Barcelona,Zaragoza
30/10/1988,1988-1989,Cádiz,Elche
30/10/1988,1988-1989,Celta de Vigo,Betis
30/10/1988,1988-1989,Logroñés,Real Sociedad
30/10/1988,1988-1989,CD Málaga,Español
30/10/1988,1988-1989,Murcia,Real Madrid
30/10/1988,1988-1989,Oviedo,Valladolid
30/10/1988,1988-1989,Sevilla,Osasuna
5/11/1988,1988-1989,Real Sociedad,Athletic Club
6/11/1988,1988-1989,Betis,Logroñés
6/11/1988,1988-1989,Elche,CD Málaga
6/11/1988,1988-1989,Español,Oviedo
6/11/1988,1988-1989,Sporting de Gijón,Sevilla
6/11/1988,1988-1989,Osasuna,Atlético de Madrid
6/11/1988,1988-1989,Real Madrid,Celta de Vigo
6/11/1988,1988-1989,Valencia,Cádiz
6/11/1988,1988-1989,Valladolid,Barcelona
6/11/1988,1988-1989,Zaragoza,Murcia
19/11/1988,1988-1989,Logroñés,Real Madrid
20/11/1988,1988-1989,Athletic Club,Betis
20/11/1988,1988-1989,Atlético de Madrid,Sporting de Gijón
20/11/1988,1988-1989,Cádiz,Osasuna
20/11/1988,1988-1989,Celta de Vigo,Zaragoza
20/11/1988,1988-1989,Español,Elche
20/11/1988,1988-1989,CD Málaga,Valencia
20/11/1988,1988-1989,Murcia,Valladolid
20/11/1988,1988-1989,Oviedo,Barcelona
20/11/1988,1988-1989,Sevilla,Real Sociedad
26/11/1988,1988-1989,Real Madrid,Athletic Club
27/11/1988,1988-1989,Barcelona,Murcia
27/11/1988,1988-1989,Betis,Sevilla
27/11/1988,1988-1989,Elche,Oviedo
27/11/1988,1988-1989,Sporting de Gijón,Cádiz
27/11/1988,1988-1989,Osasuna,CD Málaga
27/11/1988,1988-1989,Real Sociedad,Atlético de Madrid
27/11/1988,1988-1989,Valencia,Español
27/11/1988,1988-1989,Valladolid,Celta de Vigo
27/11/1988,1988-1989,Zaragoza,Logroñés
30/11/1988,1988-1989,Athletic Club,Zaragoza
30/11/1988,1988-1989,Atlético de Madrid,Betis
30/11/1988,1988-1989,Cádiz,Real Sociedad
30/11/1988,1988-1989,Elche,Valencia
30/11/1988,1988-1989,Español,Osasuna
30/11/1988,1988-1989,Logroñés,Valladolid
30/11/1988,1988-1989,CD Málaga,Sporting de Gijón
30/11/1988,1988-1989,Oviedo,Murcia
30/11/1988,1988-1989,Sevilla,Real Madrid
1/12/1988,1988-1989,Celta de Vigo,Barcelona
3/12/1988,1988-1989,Real Madrid,Atlético de Madrid
4/12/1988,1988-1989,Barcelona,Logroñés
4/12/1988,1988-1989,Betis,Cádiz
4/12/1988,1988-1989,Sporting de Gijón,Español
4/12/1988,1988-1989,Murcia,Celta de Vigo
4/12/1988,1988-1989,Osasuna,Elche
4/12/1988,1988-1989,Real Sociedad,CD Málaga
4/12/1988,1988-1989,Valencia,Oviedo
4/12/1988,1988-1989,Valladolid,Athletic Club
4/12/1988,1988-1989,Zaragoza,Sevilla
10/12/1988,1988-1989,Athletic Club,Barcelona
11/12/1988,1988-1989,Atlético de Madrid,Zaragoza
11/12/1988,1988-1989,Cádiz,Real Madrid
11/12/1988,1988-1989,Elche,Sporting de Gijón
11/12/1988,1988-1989,Español,Real Sociedad
11/12/1988,1988-1989,Logroñés,Murcia
11/12/1988,1988-1989,CD Málaga,Betis
11/12/1988,1988-1989,Oviedo,Celta de Vigo
11/12/1988,1988-1989,Sevilla,Valladolid
11/12/1988,1988-1989,Valencia,Osasuna
31/12/1988,1988-1989,Athletic Club,Celta de Vigo
31/12/1988,1988-1989,Español,Real Madrid
31/12/1988,1988-1989,CD Málaga,Zaragoza
31/12/1988,1988-1989,Osasuna,Sporting de Gijón
31/12/1988,1988-1989,Oviedo,Logroñés
31/12/1988,1988-1989,Sevilla,Murcia
1/01/1989,1988-1989,Atlético de Madrid,Barcelona
1/01/1989,1988-1989,Cádiz,Valladolid
1/01/1989,1988-1989,Elche,Betis
1/01/1989,1988-1989,Valencia,Real Sociedad
7/01/1989,1988-1989,Celta de Vigo,Sevilla
8/01/1989,1988-1989,Barcelona,Cádiz
8/01/1989,1988-1989,Betis,Valencia
8/01/1989,1988-1989,Logroñés,Athletic Club
8/01/1989,1988-1989,Murcia,Atlético de Madrid
8/01/1989,1988-1989,Real Sociedad,Osasuna
8/01/1989,1988-1989,Real Madrid,Elche
8/01/1989,1988-1989,Oviedo,Sporting de Gijón
8/01/1989,1988-1989,Valladolid,CD Málaga
8/01/1989,1988-1989,Zaragoza,Español
11/01/1989,1988-1989,Barcelona,Sevilla
11/01/1989,1988-1989,Betis,Español
11/01/1989,1988-1989,Celta de Vigo,Logroñés
11/01/1989,1988-1989,Sporting de Gijón,Valencia
11/01/1989,1988-1989,Murcia,Athletic Club
11/01/1989,1988-1989,Osasuna,Oviedo
11/01/1989,1988-1989,Real Sociedad,Elche
11/01/1989,1988-1989,Real Madrid,CD Málaga
11/01/1989,1988-1989,Valladolid,Atlético de Madrid
11/01/1989,1988-1989,Zaragoza,Cádiz
14/01/1989,1988-1989,Valencia,Real Madrid
15/01/1989,1988-1989,Athletic Club,Oviedo
15/01/1989,1988-1989,Atlético de Madrid,Celta de Vigo
15/01/1989,1988-1989,Cádiz,Murcia
15/01/1989,1988-1989,Elche,Zaragoza
15/01/1989,1988-1989,Español,Valladolid
15/01/1989,1988-1989,Sporting de Gijón,Real Sociedad
15/01/1989,1988-1989,CD Málaga,Barcelona
15/01/1989,1988-1989,Osasuna,Betis
15/01/1989,1988-1989,Sevilla,Logroñés
28/01/1989,1988-1989,Osasuna,Real Madrid
29/01/1989,1988-1989,Atlético de Madrid,Logroñés
29/01/1989,1988-1989,Cádiz,Celta de Vigo
29/01/1989,1988-1989,Elche,Valladolid
29/01/1989,1988-1989,Español,Barcelona
29/01/1989,1988-1989,Sporting de Gijón,Betis
29/01/1989,1988-1989,CD Málaga,Murcia
29/01/1989,1988-1989,Real Sociedad,Oviedo
29/01/1989,1988-1989,Sevilla,Athletic Club
29/01/1989,1988-1989,Valencia,Zaragoza
11/02/1989,1988-1989,Athletic Club,Atlético de Madrid
12/02/1989,1988-1989,Barcelona,Elche
12/02/1989,1988-1989,Betis,Real Sociedad
12/02/1989,1988-1989,Celta de Vigo,CD Málaga
12/02/1989,1988-1989,Logroñés,Cádiz
12/02/1989,1988-1989,Murcia,Español
12/02/1989,1988-1989,Real Madrid,Sporting de Gijón
12/02/1989,1988-1989,Oviedo,Sevilla
12/02/1989,1988-1989,Valladolid,Valencia
12/02/1989,1988-1989,Zaragoza,Osasuna
18/02/1989,1988-1989,Valencia,Barcelona
19/02/1989,1988-1989,Atlético de Madrid,Sevilla
19/02/1989,1988-1989,Betis,Oviedo
19/02/1989,1988-1989,Cádiz,Athletic Club
19/02/1989,1988-1989,Elche,Murcia
19/02/1989,1988-1989,Español,Celta de Vigo
19/02/1989,1988-1989,Sporting de Gijón,Zaragoza
19/02/1989,1988-1989,CD Málaga,Logroñés
19/02/1989,1988-1989,Osasuna,Valladolid
19/02/1989,1988-1989,Real Sociedad,Real Madrid
25/02/1989,1988-1989,Real Madrid,Betis
25/02/1989,1988-1989,Oviedo,Atlético de Madrid
25/02/1989,1988-1989,Zaragoza,Real Sociedad
26/02/1989,1988-1989,Athletic Club,CD Málaga
26/02/1989,1988-1989,Barcelona,Osasuna
26/02/1989,1988-1989,Celta de Vigo,Elche
26/02/1989,1988-1989,Logroñés,Español
26/02/1989,1988-1989,Murcia,Valencia
26/02/1989,1988-1989,Sevilla,Cádiz
26/02/1989,1988-1989,Valladolid,Sporting de Gijón
4/03/1989,1988-1989,Sporting de Gijón,Barcelona
5/03/1989,1988-1989,Betis,Zaragoza
5/03/1989,1988-1989,Cádiz,Atlético de Madrid
5/03/1989,1988-1989,Elche,Logroñés
5/03/1989,1988-1989,Español,Athletic Club
5/03/1989,1988-1989,CD Málaga,Sevilla
5/03/1989,1988-1989,Osasuna,Murcia
5/03/1989,1988-1989,Real Sociedad,Valladolid
5/03/1989,1988-1989,Real Madrid,Oviedo
5/03/1989,1988-1989,Valencia,Celta de Vigo
11/03/1989,1988-1989,Barcelona,Real Sociedad
11/03/1989,1988-1989,Zaragoza,Real Madrid
12/03/1989,1988-1989,Athletic Club,Elche
12/03/1989,1988-1989,Atlético de Madrid,CD Málaga
12/03/1989,1988-1989,Celta de Vigo,Osasuna
12/03/1989,1988-1989,Logroñés,Valencia
12/03/1989,1988-1989,Murcia,Sporting de Gijón
12/03/1989,1988-1989,Oviedo,Cádiz
12/03/1989,1988-1989,Sevilla,Español
12/03/1989,1988-1989,Valladolid,Betis
25/03/1989,1988-1989,Betis,Barcelona
25/03/1989,1988-1989,Valencia,Athletic Club
26/03/1989,1988-1989,Elche,Sevilla
26/03/1989,1988-1989,Español,Atlético de Madrid
26/03/1989,1988-1989,Sporting de Gijón,Celta de Vigo
26/03/1989,1988-1989,CD Málaga,Cádiz
26/03/1989,1988-1989,Osasuna,Logroñés
26/03/1989,1988-1989,Real Sociedad,Murcia
26/03/1989,1988-1989,Real Madrid,Valladolid
26/03/1989,1988-1989,Zaragoza,Oviedo
1/04/1989,1988-1989,Barcelona,Real Madrid
2/04/1989,1988-1989,Athletic Club,Osasuna
2/04/1989,1988-1989,Atlético de Madrid,Elche
2/04/1989,1988-1989,Cádiz,Español
2/04/1989,1988-1989,Celta de Vigo,Real Sociedad
2/04/1989,1988-1989,Logroñés,Sporting de Gijón
2/04/1989,1988-1989,Murcia,Betis
2/04/1989,1988-1989,Oviedo,CD Málaga
2/04/1989,1988-1989,Sevilla,Valencia
2/04/1989,1988-1989,Valladolid,Zaragoza
8/04/1989,1988-1989,Español,CD Málaga
8/04/1989,1988-1989,Valencia,Atlético de Madrid
9/04/1989,1988-1989,Betis,Celta de Vigo
9/04/1989,1988-1989,Elche,Cádiz
9/04/1989,1988-1989,Sporting de Gijón,Athletic Club
9/04/1989,1988-1989,Osasuna,Sevilla
9/04/1989,1988-1989,Real Sociedad,Logroñés
9/04/1989,1988-1989,Real Madrid,Murcia
9/04/1989,1988-1989,Valladolid,Oviedo
9/04/1989,1988-1989,Zaragoza,Barcelona
15/04/1989,1988-1989,Barcelona,Valladolid
15/04/1989,1988-1989,Celta de Vigo,Real Madrid
16/04/1989,1988-1989,Athletic Club,Real Sociedad
16/04/1989,1988-1989,Atlético de Madrid,Osasuna
16/04/1989,1988-1989,Cádiz,Valencia
16/04/1989,1988-1989,Logroñés,Betis
16/04/1989,1988-1989,CD Málaga,Elche
16/04/1989,1988-1989,Murcia,Zaragoza
16/04/1989,1988-1989,Oviedo,Español
16/04/1989,1988-1989,Sevilla,Sporting de Gijón
29/04/1989,1988-1989,Real Sociedad,Sevilla
29/04/1989,1988-1989,Valencia,CD Málaga
30/04/1989,1988-1989,Barcelona,Oviedo
30/04/1989,1988-1989,Betis,Athletic Club
30/04/1989,1988-1989,Elche,Español
30/04/1989,1988-1989,Sporting de Gijón,Atlético de Madrid
30/04/1989,1988-1989,Osasuna,Cádiz
30/04/1989,1988-1989,Real Madrid,Logroñés
30/04/1989,1988-1989,Valladolid,Murcia
30/04/1989,1988-1989,Zaragoza,Celta de Vigo
6/05/1989,1988-1989,Español,Valencia
7/05/1989,1988-1989,Athletic Club,Real Madrid
7/05/1989,1988-1989,Atlético de Madrid,Real Sociedad
7/05/1989,1988-1989,Cádiz,Sporting de Gijón
7/05/1989,1988-1989,Celta de Vigo,Valladolid
7/05/1989,1988-1989,Logroñés,Zaragoza
7/05/1989,1988-1989,CD Málaga,Osasuna
7/05/1989,1988-1989,Oviedo,Elche
7/05/1989,1988-1989,Sevilla,Betis
25/05/1989,1988-1989,Murcia,Barcelona
13/05/1989,1988-1989,Betis,Atlético de Madrid
13/05/1989,1988-1989,Real Sociedad,Cádiz
13/05/1989,1988-1989,Valencia,Elche
14/05/1989,1988-1989,Barcelona,Celta de Vigo
14/05/1989,1988-1989,Sporting de Gijón,CD Málaga
14/05/1989,1988-1989,Murcia,Oviedo
14/05/1989,1988-1989,Osasuna,Español
14/05/1989,1988-1989,Real Madrid,Sevilla
14/05/1989,1988-1989,Valladolid,Logroñés
14/05/1989,1988-1989,Zaragoza,Athletic Club
20/05/1989,1988-1989,Atlético de Madrid,Real Madrid
21/05/1989,1988-1989,Athletic Club,Valladolid
21/05/1989,1988-1989,Cádiz,Betis
21/05/1989,1988-1989,Celta de Vigo,Murcia
21/05/1989,1988-1989,Elche,Osasuna
21/05/1989,1988-1989,Español,Sporting de Gijón
21/05/1989,1988-1989,Logroñés,Barcelona
21/05/1989,1988-1989,CD Málaga,Real Sociedad
21/05/1989,1988-1989,Oviedo,Valencia
21/05/1989,1988-1989,Sevilla,Zaragoza
27/05/1989,1988-1989,Barcelona,Athletic Club
27/05/1989,1988-1989,Betis,CD Málaga
27/05/1989,1988-1989,Sporting de Gijón,Elche
27/05/1989,1988-1989,Valladolid,Sevilla
28/05/1989,1988-1989,Celta de Vigo,Oviedo
28/05/1989,1988-1989,Murcia,Logroñés
28/05/1989,1988-1989,Osasuna,Valencia
28/05/1989,1988-1989,Real Sociedad,Español
28/05/1989,1988-1989,Real Madrid,Cádiz
28/05/1989,1988-1989,Zaragoza,Atlético de Madrid
3/06/1989,1988-1989,Atlético de Madrid,Valladolid
3/06/1989,1988-1989,Sevilla,Barcelona
3/06/1989,1988-1989,Valencia,Sporting de Gijón
4/06/1989,1988-1989,Athletic Club,Murcia
4/06/1989,1988-1989,Cádiz,Zaragoza
4/06/1989,1988-1989,Elche,Real Sociedad
4/06/1989,1988-1989,Español,Betis
4/06/1989,1988-1989,Logroñés,Celta de Vigo
4/06/1989,1988-1989,CD Málaga,Real Madrid
4/06/1989,1988-1989,Oviedo,Osasuna
10/06/1989,1988-1989,Barcelona,Atlético de Madrid
10/06/1989,1988-1989,Sporting de Gijón,Osasuna
10/06/1989,1988-1989,Valladolid,Cádiz
11/06/1989,1988-1989,Betis,Elche
11/06/1989,1988-1989,Celta de Vigo,Athletic Club
11/06/1989,1988-1989,Logroñés,Oviedo
11/06/1989,1988-1989,Murcia,Sevilla
11/06/1989,1988-1989,Real Sociedad,Valencia
11/06/1989,1988-1989,Real Madrid,Español
11/06/1989,1988-1989,Zaragoza,CD Málaga
17/06/1989,1988-1989,Atlético de Madrid,Murcia
17/06/1989,1988-1989,Sporting de Gijón,Oviedo
17/06/1989,1988-1989,Valencia,Betis
18/06/1989,1988-1989,Athletic Club,Logroñés
18/06/1989,1988-1989,Cádiz,Barcelona
18/06/1989,1988-1989,Elche,Real Madrid
18/06/1989,1988-1989,Español,Zaragoza
18/06/1989,1988-1989,CD Málaga,Valladolid
18/06/1989,1988-1989,Osasuna,Real Sociedad
18/06/1989,1988-1989,Sevilla,Celta de Vigo
2/09/1989,1989-1990,Athletic Club,Real Sociedad
2/09/1989,1989-1990,CD Málaga,Celta de Vigo
2/09/1989,1989-1990,Valencia,Atlético de Madrid
2/09/1989,1989-1990,Valladolid,Barcelona
3/09/1989,1989-1990,Cádiz,Logroñés
3/09/1989,1989-1990,Osasuna,Mallorca
3/09/1989,1989-1990,Real Madrid,Sporting de Gijón
3/09/1989,1989-1990,Oviedo,Castellón
3/09/1989,1989-1990,Sevilla,Tenerife
3/09/1989,1989-1990,Zaragoza,Rayo Vallecano
9/09/1989,1989-1990,Atlético de Madrid,Cádiz
9/09/1989,1989-1990,Barcelona,Osasuna
9/09/1989,1989-1990,Castellón,Real Madrid
10/09/1989,1989-1990,Celta de Vigo,Sevilla
10/09/1989,1989-1990,Sporting de Gijón,Valencia
10/09/1989,1989-1990,Logroñés,CD Málaga
10/09/1989,1989-1990,Mallorca,Oviedo
10/09/1989,1989-1990,Real Sociedad,Zaragoza
10/09/1989,1989-1990,Rayo Vallecano,Valladolid
10/09/1989,1989-1990,Tenerife,Athletic Club
16/09/1989,1989-1990,Oviedo,Barcelona
17/09/1989,1989-1990,Athletic Club,Celta de Vigo
17/09/1989,1989-1990,Cádiz,Sporting de Gijón
17/09/1989,1989-1990,Castellón,Mallorca
17/09/1989,1989-1990,CD Málaga,Atlético de Madrid
17/09/1989,1989-1990,Osasuna,Rayo Vallecano
17/09/1989,1989-1990,Real Madrid,Valencia
17/09/1989,1989-1990,Sevilla,Logroñés
17/09/1989,1989-1990,Valladolid,Real Sociedad
17/09/1989,1989-1990,Zaragoza,Tenerife
23/09/1989,1989-1990,Atlético de Madrid,Sevilla
24/09/1989,1989-1990,Barcelona,Castellón
24/09/1989,1989-1990,Celta de Vigo,Zaragoza
24/09/1989,1989-1990,Sporting de Gijón,CD Málaga
24/09/1989,1989-1990,Logroñés,Athletic Club
24/09/1989,1989-1990,Mallorca,Real Madrid
24/09/1989,1989-1990,Real Sociedad,Osasuna
24/09/1989,1989-1990,Rayo Vallecano,Oviedo
24/09/1989,1989-1990,Tenerife,Valladolid
24/09/1989,1989-1990,Valencia,Cádiz
30/09/1989,1989-1990,Athletic Club,Atlético de Madrid
1/10/1989,1989-1990,Castellón,Rayo Vallecano
1/10/1989,1989-1990,CD Málaga,Valencia
1/10/1989,1989-1990,Mallorca,Barcelona
1/10/1989,1989-1990,Osasuna,Tenerife
1/10/1989,1989-1990,Real Madrid,Cádiz
1/10/1989,1989-1990,Oviedo,Real Sociedad
1/10/1989,1989-1990,Sevilla,Sporting de Gijón
1/10/1989,1989-1990,Valladolid,Celta de Vigo
1/10/1989,1989-1990,Zaragoza,Logroñés
7/10/1989,1989-1990,Barcelona,Real Madrid
8/10/1989,1989-1990,Atlético de Madrid,Zaragoza
8/10/1989,1989-1990,Cádiz,CD Málaga
8/10/1989,1989-1990,Celta de Vigo,Osasuna
8/10/1989,1989-1990,Sporting de Gijón,Athletic Club
8/10/1989,1989-1990,Logroñés,Valladolid
8/10/1989,1989-1990,Real Sociedad,Castellón
8/10/1989,1989-1990,Rayo Vallecano,Mallorca
8/10/1989,1989-1990,Tenerife,Oviedo
8/10/1989,1989-1990,Valencia,Sevilla
14/10/1989,1989-1990,Athletic Club,Valencia
14/10/1989,1989-1990,Barcelona,Rayo Vallecano
14/10/1989,1989-1990,Real Madrid,CD Málaga
14/10/1989,1989-1990,Sevilla,Cádiz
14/10/1989,1989-1990,Zaragoza,Sporting de Gijón
15/10/1989,1989-1990,Castellón,Tenerife
15/10/1989,1989-1990,Mallorca,Real Sociedad
15/10/1989,1989-1990,Osasuna,Logroñés
15/10/1989,1989-1990,Oviedo,Celta de Vigo
15/10/1989,1989-1990,Valladolid,Atlético de Madrid
21/10/1989,1989-1990,Real Sociedad,Barcelona
22/10/1989,1989-1990,Atlético de Madrid,Osasuna
22/10/1989,1989-1990,Cádiz,Athletic Club
22/10/1989,1989-1990,Celta de Vigo,Castellón
22/10/1989,1989-1990,Sporting de Gijón,Valladolid
22/10/1989,1989-1990,Logroñés,Oviedo
